layer,feature,live_value,replay_value,delta,abs_delta,live_missing,replay_missing
meta_model_input,asset_vol_level,-0.8711086511611938,-1.019255518913269,0.1481468677520752,0.1481468677520752,False,False
meta_raw_contract,f28,-0.8711086511611938,-1.019255518913269,0.1481468677520752,0.1481468677520752,False,False
meta_model_input,pct_assets_up_24h,-0.8954203128814697,-0.9511982798576355,0.05577796697616577,0.05577796697616577,False,False
meta_raw_contract,f268,-0.8954203128814697,-0.9511982798576355,0.05577796697616577,0.05577796697616577,False,False
meta_model_input,fund_countdown_pressure,0.26389506459236145,0.3015943467617035,-0.03769928216934204,0.03769928216934204,False,False
meta_raw_contract,f90,0.26389506459236145,0.3015943467617035,-0.03769928216934204,0.03769928216934204,False,False
meta_model_input,mkt_ret_eq_24h,-0.960640549659729,-0.9924135208129883,0.03177297115325928,0.03177297115325928,False,False
meta_raw_contract,f135,-0.960640549659729,-0.9924135208129883,0.03177297115325928,0.03177297115325928,False,False
meta_model_input,asset_atr_level,0.031429339200258255,0.042652107775211334,-0.01122276857495308,0.01122276857495308,False,False
meta_raw_contract,f16,0.031429339200258255,0.042652107775211334,-0.01122276857495308,0.01122276857495308,False,False
meta_model_input,ema50_ema200_spread_atr,-0.08943117409944534,-0.08013513684272766,-0.009296037256717682,0.009296037256717682,False,False
meta_raw_contract,f69,-0.08943117409944534,-0.08013513684272766,-0.009296037256717682,0.009296037256717682,False,False
meta_model_input,kf_state_uncertainty,-0.12633907794952393,-0.12063146382570267,-0.0057076141238212585,0.0057076141238212585,False,False
meta_raw_contract,f118,-0.12633907794952393,-0.12063146382570267,-0.0057076141238212585,0.0057076141238212585,False,False
meta_model_input,ffd_vol_range_shock_04,0.6607517600059509,0.655166506767273,0.0055852532386779785,0.0055852532386779785,False,False
meta_raw_contract,f83,0.6607517600059509,0.655166506767273,0.0055852532386779785,0.0055852532386779785,False,False
meta_model_input,kf_innov_var,-0.13183021545410156,-0.12633906304836273,-0.005491152405738831,0.005491152405738831,False,False
meta_raw_contract,f113,-0.13183021545410156,-0.12633906304836273,-0.005491152405738831,0.005491152405738831,False,False
meta_model_input,volatility_autocorr_48,-0.04571389779448509,-0.0496964305639267,0.003982532769441605,0.003982532769441605,False,False
meta_raw_contract,f397,-0.04571389779448509,-0.0496964305639267,0.003982532769441605,0.003982532769441605,False,False
meta_model_input,pred_logit,0.08128325615344502,0.08492289754090938,-0.003639641387464365,0.003639641387464365,False,False
meta_model_input,pred_logit_H10,0.08128325615344502,0.08492289754090938,-0.003639641387464365,0.003639641387464365,False,False
meta_raw_contract,f2,0.08128325615344502,0.08492289754090938,-0.003639641387464365,0.003639641387464365,False,False
meta_raw_contract,f3,0.08128325615344502,0.08492289754090938,-0.003639641387464365,0.003639641387464365,False,False
meta_model_input,cs_ret_dispersion_24h_pct,1.0481369495391846,1.0515170097351074,-0.0033800601959228516,0.0033800601959228516,False,False
meta_raw_contract,f55,1.0481369495391846,1.0515170097351074,-0.0033800601959228516,0.0033800601959228516,False,False
meta_model_input,btc_ret_48h_pct,-1.015246033668518,-1.0183565616607666,0.003110527992248535,0.003110527992248535,False,False
meta_raw_contract,f42,-1.015246033668518,-1.0183565616607666,0.003110527992248535,0.003110527992248535,False,False
meta_model_input,btc_ret_24h_pct,-1.3163386583328247,-1.3194482326507568,0.003109574317932129,0.003109574317932129,False,False
meta_raw_contract,f41,-1.3163386583328247,-1.3194482326507568,0.003109574317932129,0.003109574317932129,False,False
meta_model_input,vol_z_30_calm,-1.0175199508666992,-1.0205130577087402,0.0029931068420410156,0.0029931068420410156,False,False
meta_raw_contract,f391,-1.0175199508666992,-1.0205130577087402,0.0029931068420410156,0.0029931068420410156,False,False
meta_model_input,trend_slope_120h,1.467484951019287,1.470017910003662,-0.002532958984375,0.002532958984375,False,False
meta_raw_contract,f363,1.467484951019287,1.470017910003662,-0.002532958984375,0.002532958984375,False,False
meta_model_input,cs_dispersion_ret_24h,0.22412285208702087,0.22184674441814423,0.002276107668876648,0.002276107668876648,False,False
meta_raw_contract,f52,0.22412285208702087,0.22184674441814423,0.002276107668876648,0.002276107668876648,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree25_leaf3_soft,0.49702224135398865,0.4953059256076813,0.001716315746307373,0.001716315746307373,False,False
meta_lgbm_tree,lgbm_depth3_minpct0500_tree7_leaf0_soft,0.517631471157074,0.5159169435501099,0.0017145276069641113,0.0017145276069641113,False,False
meta_lgbm_tree,lgbm_depth4_minpct0500_tree45_leaf0_soft,0.48380550742149353,0.4820910394191742,0.001714468002319336,0.001714468002319336,False,False
meta_lgbm_tree,lgbm_depth4_minpct1000_tree1_leaf4_soft,0.530755341053009,0.529045045375824,0.0017102956771850586,0.0017102956771850586,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree11_leaf0_soft,0.4631533622741699,0.4614466428756714,0.0017067193984985352,0.0017067193984985352,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree5_leaf0_soft,0.5413147211074829,0.5396094918251038,0.0017052292823791504,0.0017052292823791504,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree14_leaf0_soft,0.5125105381011963,0.5108076930046082,0.0017028450965881348,0.0017028450965881348,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree39_leaf3_soft,0.4384327828884125,0.4367430806159973,0.0016897022724151611,0.0016897022724151611,False,False
meta_lgbm_tree,lgbm_depth3_minpct0500_tree19_leaf0_soft,0.5535418391227722,0.5518569946289062,0.0016848444938659668,0.0016848444938659668,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree43_leaf1_soft,0.5535418391227722,0.5518569946289062,0.0016848444938659668,0.0016848444938659668,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree18_leaf3_soft,0.5535418391227722,0.5518569946289062,0.0016848444938659668,0.0016848444938659668,False,False
meta_lgbm_tree,lgbm_depth3_minpct0200_tree35_leaf0_soft,0.43231600522994995,0.4306318163871765,0.0016841888427734375,0.0016841888427734375,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree8_leaf0_soft,0.42613595724105835,0.4244578182697296,0.0016781389713287354,0.0016781389713287354,False,False
meta_lgbm_tree,lgbm_depth4_minpct0500_tree13_leaf8_soft,0.41974520683288574,0.4180739223957062,0.0016712844371795654,0.0016712844371795654,False,False
meta_lgbm_tree,lgbm_depth3_minpct0200_tree16_leaf0_soft,0.418308824300766,0.4166390895843506,0.0016697347164154053,0.0016697347164154053,False,False
meta_lgbm_tree,lgbm_depth3_minpct0200_tree41_leaf0_soft,0.418308824300766,0.4166390895843506,0.0016697347164154053,0.0016697347164154053,False,False
meta_lgbm_tree,lgbm_depth3_minpct0200_tree9_leaf4_soft,0.418308824300766,0.4166390895843506,0.0016697347164154053,0.0016697347164154053,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree21_leaf0_soft,0.418308824300766,0.4166390895843506,0.0016697347164154053,0.0016697347164154053,False,False
meta_lgbm_tree,lgbm_depth4_minpct0500_tree19_leaf10_soft,0.418308824300766,0.4166390895843506,0.0016697347164154053,0.0016697347164154053,False,False
meta_lgbm_tree,lgbm_depth4_minpct0500_tree4_leaf3_soft,0.418308824300766,0.4166390895843506,0.0016697347164154053,0.0016697347164154053,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree16_leaf0_soft,0.418308824300766,0.4166390895843506,0.0016697347164154053,0.0016697347164154053,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree6_leaf0_soft,0.418308824300766,0.4166390895843506,0.0016697347164154053,0.0016697347164154053,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree3_leaf0_soft,0.4301491677761078,0.42848145961761475,0.001667708158493042,0.001667708158493042,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree16_leaf0_soft,0.41647306084632874,0.41480547189712524,0.0016675889492034912,0.0016675889492034912,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree22_leaf0_soft,0.41647306084632874,0.41480547189712524,0.0016675889492034912,0.0016675889492034912,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree64_leaf0_soft,0.39520764350891113,0.39357990026474,0.0016277432441711426,0.0016277432441711426,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree25_leaf0_soft,0.38592466711997986,0.38431084156036377,0.0016138255596160889,0.0016138255596160889,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree7_leaf0_soft,0.38592466711997986,0.38431084156036377,0.0016138255596160889,0.0016138255596160889,False,False
meta_lgbm_tree,lgbm_depth3_minpct0200_tree23_leaf0_soft,0.38363754749298096,0.38202735781669617,0.00161018967628479,0.00161018967628479,False,False
meta_lgbm_tree,lgbm_depth3_minpct0800_tree44_leaf0_soft,0.3713529109954834,0.3697633445262909,0.0015895664691925049,0.0015895664691925049,False,False
meta_model_input,vol_expansion_ratio,-0.22781085968017578,-0.22624313831329346,-0.0015677213668823242,0.0015677213668823242,False,False
meta_raw_contract,f375,-0.22781085968017578,-0.22624313831329346,-0.0015677213668823242,0.0015677213668823242,False,False
meta_lgbm_tree,lgbm_depth4_minpct1500_tree145_leaf3_soft,0.5113570094108582,0.50982666015625,0.0015303492546081543,0.0015303492546081543,False,False
meta_lgbm_tree,lgbm_depth3_minpct0200_tree13_leaf4_soft,0.5157414078712463,0.5142117142677307,0.001529693603515625,0.001529693603515625,False,False
meta_lgbm_tree,lgbm_depth3_minpct0500_tree22_leaf0_soft,0.33431729674339294,0.33280235528945923,0.0015149414539337158,0.0015149414539337158,False,False
meta_lgbm_tree,lgbm_depth4_minpct0500_tree22_leaf0_soft,0.33431729674339294,0.33280235528945923,0.0015149414539337158,0.0015149414539337158,False,False
meta_lgbm_tree,lgbm_depth4_minpct0500_tree48_leaf9_soft,0.33431729674339294,0.33280235528945923,0.0015149414539337158,0.0015149414539337158,False,False
