feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
bars_since_ema20_ema50_cross_log_norm,regime,bars_since_ema20_ema50_cross_log_norm,trend,0,0,0,False,False,False
dist_ema20_atr,location,dist_ema20_atr,context,24,34,0,True,True,False
bars_outside_ema20_atr_band_log_norm,regime,bars_outside_ema20_atr_band_log_norm,volatility,0,0,0,False,False,False
dist_ema50_atr,location,dist_ema50_atr,context,51,173,0,True,True,False
up_down_semivol_ratio_tanh,regime,up_down_semivol_ratio_tanh,path_structure,148,533,0,True,True,False
dist_ema200_atr,location,dist_ema200_atr,context,78,137,0,True,True,False
up_down_return_mass_ratio_tanh,regime,up_down_return_mass_ratio_tanh,path_structure,55,90,0,True,True,False
dist_vwap_atr,location,dist_vwap_atr,context,35,46,0,True,True,False
tail_asymmetry_q90_q10_atr_norm,regime,tail_asymmetry_q90_q10_atr_norm,path_structure,76,120,0,True,True,False
dist_weekly_vwap,location,dist_weekly_vwap,context,104,328,0,True,True,False
amihud_illiq,regime,amihud_illiq,liquidity,86,117,0,True,True,False
dist_prior_day_high,location,dist_prior_day_high,context,38,90,0,True,True,False
amihud_z,regime,amihud_z,liquidity,5,16,0,True,True,False
dist_prior_day_low,location,dist_prior_day_low,context,54,91,0,True,True,False
atr_compression_ratio,regime,atr_compression_ratio,volatility_term_structure,117,227,0,True,True,False
dist_rolling_7d_high,location,dist_rolling_7d_high,context,98,286,0,True,True,False
atr_percentile,regime,atr_percentile,compression,119,193,0,True,True,False
dist_local_swing,location,dist_local_swing,context,45,59,0,True,True,False
basis_mom_2h,regime,basis_mom_2h,basis,0,0,0,False,False,False
dist_range_mid_atr,location,dist_range_mid_atr,context,47,51,0,True,True,False
basis_mom_4h,regime,basis_mom_4h,basis,13,21,0,True,True,False
dist_ma100_atr,location,dist_ma100_atr,context,32,66,0,True,True,False
basis_mom_8h,regime,basis_mom_8h,basis,2,2,0,True,True,False
distance_to_ema,location,distance_to_ema,context,35,46,0,True,True,False
basis_mom_w,regime,basis_mom_w,basis,2,2,0,True,True,False
pullback_depth,location,pullback_depth,context,30,67,0,True,True,False
basis_pct,regime,basis_pct,basis,71,67,0,True,True,False
zscore_price_50,location,zscore_price_50,context,72,106,0,True,True,False
basis_pct_z,regime,basis_pct_z,basis,12,15,0,True,True,False
zscore_price_200,location,zscore_price_200,context,122,253,0,True,True,False
basis_stretch,regime,basis_stretch,basis,31,27,0,True,True,False
loc_ema_stack_pos_24,location,loc_ema_stack_pos_24,trend,32,34,0,True,True,False
basis_vol,regime,basis_vol,basis,46,47,0,True,True,False
loc_ema_stack_pos_48,location,loc_ema_stack_pos_48,trend,35,37,0,True,True,False
bollinger_band_width,regime,bollinger_band_width,compression,35,33,0,True,True,False
loc_vwap_dev_z_24,location,loc_vwap_dev_z_24,liquidity,42,104,0,True,True,False
choppiness_index_20,regime,choppiness_index_20,path_structure,83,102,0,True,True,False
loc_vwap_dev_z_48,location,loc_vwap_dev_z_48,liquidity,50,119,0,True,True,False
coherence_24,regime,coherence_24,path_structure,0,0,0,False,False,False
loc_range_pos_24,location,loc_range_pos_24,context,29,31,0,True,True,False
compression_ratio,regime,compression_ratio,volatility_term_structure,106,248,0,True,True,False
loc_range_pos_48,location,loc_range_pos_48,context,31,36,0,True,True,False
