feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
reg_atr_change_rate_ts_top20,regime,atr_change_rate,volatility,88,297,0,True,True,False
loc_dist_ema20_atr_ts_top20,location,dist_ema20_atr,context,33,79,0,True,True,False
reg_atr_change_rate_ts_bot20,regime,atr_change_rate,volatility,8,14,0,True,True,False
loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,context,4,9,0,True,True,False
reg_atr_change_rate_ts_top30,regime,atr_change_rate,volatility,113,434,0,True,True,False
loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,context,33,129,0,True,True,False
reg_atr_change_rate_ts_bot30,regime,atr_change_rate,volatility,13,41,0,True,True,False
loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,context,3,7,0,True,True,False
reg_atr_change_rate_ts_top40,regime,atr_change_rate,volatility,139,424,0,True,True,False
loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,context,48,146,0,True,True,False
reg_atr_change_rate_ts_bot40,regime,atr_change_rate,volatility,11,37,0,True,True,False
loc_dist_ema20_atr_ts_bot40,location,dist_ema20_atr,context,4,12,0,True,True,False
reg_atr_change_rate_ts_top50,regime,atr_change_rate,volatility,108,735,0,True,True,False
loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,context,59,453,0,True,True,False
reg_atr_change_rate_ts_bot50,regime,atr_change_rate,volatility,12,108,0,True,True,False
loc_dist_ema20_atr_ts_bot50,location,dist_ema20_atr,context,4,33,0,True,True,False
reg_atr_change_rate_ts_top60,regime,atr_change_rate,volatility,111,659,0,True,True,False
loc_dist_ema20_atr_ts_top60,location,dist_ema20_atr,context,33,154,0,True,True,False
reg_atr_change_rate_ts_bot60,regime,atr_change_rate,volatility,4,13,0,True,True,False
loc_dist_ema20_atr_ts_bot60,location,dist_ema20_atr,context,0,0,0,False,False,False
reg_atr_change_rate_ts_top70,regime,atr_change_rate,volatility,97,400,0,True,True,False
loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,context,48,165,0,True,True,False
reg_atr_change_rate_ts_bot70,regime,atr_change_rate,volatility,13,50,0,True,True,False
loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,context,4,11,0,True,True,False
reg_atr_change_rate_ts_top80,regime,atr_change_rate,volatility,64,634,0,True,True,False
loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,context,29,336,0,True,True,False
reg_atr_change_rate_ts_bot80,regime,atr_change_rate,volatility,12,93,0,True,True,False
loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,context,4,48,0,True,True,False
reg_atr_change_rate_ts_band20_80,regime,atr_change_rate,volatility,37,505,0,True,True,False
loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,context,8,125,0,True,True,False
reg_atr_change_rate_ts_band25_75,regime,atr_change_rate,volatility,237,949,0,True,True,False
loc_dist_ema20_atr_ts_band25_75,location,dist_ema20_atr,context,72,283,0,True,True,False
reg_atr_change_rate_ts_band30_70,regime,atr_change_rate,volatility,15,151,0,True,True,False
loc_dist_ema20_atr_ts_band30_70,location,dist_ema20_atr,context,12,96,0,True,True,False
reg_atr_change_rate_ts_band40_60,regime,atr_change_rate,volatility,22,190,0,True,True,False
loc_dist_ema20_atr_ts_band40_60,location,dist_ema20_atr,context,3,41,0,True,True,False
reg_atr_compression_ratio_ts_top20,regime,atr_compression_ratio,volatility_term_structure,0,0,0,False,False,False
loc_dist_ema50_atr_ts_top20,location,dist_ema50_atr,context,0,0,0,False,False,False
reg_atr_compression_ratio_ts_bot20,regime,atr_compression_ratio,volatility_term_structure,0,0,0,False,False,False
loc_dist_ema50_atr_ts_bot20,location,dist_ema50_atr,context,0,0,0,False,False,False
reg_atr_compression_ratio_ts_top30,regime,atr_compression_ratio,volatility_term_structure,0,0,0,False,False,False
loc_dist_ema50_atr_ts_top30,location,dist_ema50_atr,context,0,0,0,False,False,False
reg_atr_compression_ratio_ts_bot30,regime,atr_compression_ratio,volatility_term_structure,0,0,0,False,False,False
