feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
bars_since_ema20_ema50_cross_log_norm,regime,bars_since_ema20_ema50_cross_log_norm,trend,0,0,0,False,False,False
dist_ema20_atr,location,dist_ema20_atr,context,43,49,0,True,True,False
bars_outside_ema20_atr_band_log_norm,regime,bars_outside_ema20_atr_band_log_norm,volatility,0,0,0,False,False,False
dist_ema50_atr,location,dist_ema50_atr,context,53,62,0,True,True,False
up_down_semivol_ratio_tanh,regime,up_down_semivol_ratio_tanh,path_structure,155,372,0,True,True,False
dist_ema200_atr,location,dist_ema200_atr,context,112,102,0,True,True,False
up_down_return_mass_ratio_tanh,regime,up_down_return_mass_ratio_tanh,path_structure,91,145,0,True,True,False
dist_vwap_atr,location,dist_vwap_atr,context,71,151,0,True,True,False
tail_asymmetry_q90_q10_atr_norm,regime,tail_asymmetry_q90_q10_atr_norm,path_structure,73,72,0,True,True,False
dist_weekly_vwap,location,dist_weekly_vwap,context,164,319,0,True,True,False
amihud_illiq,regime,amihud_illiq,liquidity,98,80,0,True,True,False
dist_prior_day_high,location,dist_prior_day_high,context,91,166,0,True,True,False
amihud_z,regime,amihud_z,liquidity,9,34,0,True,True,False
dist_prior_day_low,location,dist_prior_day_low,context,155,403,0,True,True,False
atr_compression_ratio,regime,atr_compression_ratio,volatility_term_structure,83,120,0,True,True,False
dist_rolling_7d_high,location,dist_rolling_7d_high,context,185,494,0,True,True,False
atr_percentile,regime,atr_percentile,compression,150,213,0,True,True,False
dist_local_swing,location,dist_local_swing,context,33,33,0,True,True,False
bollinger_band_width,regime,bollinger_band_width,compression,57,107,0,True,True,False
dist_range_mid_atr,location,dist_range_mid_atr,context,58,78,0,True,True,False
choppiness_index_20,regime,choppiness_index_20,path_structure,163,317,0,True,True,False
dist_ma100_atr,location,dist_ma100_atr,context,70,76,0,True,True,False
coherence_24,regime,coherence_24,path_structure,0,0,0,False,False,False
distance_to_ema,location,distance_to_ema,context,45,55,0,True,True,False
compression_ratio,regime,compression_ratio,volatility_term_structure,74,102,0,True,True,False
pullback_depth,location,pullback_depth,context,56,55,0,True,True,False
compression_score,regime,compression_score,volatility_term_structure,70,73,0,True,True,False
zscore_price_50,location,zscore_price_50,context,102,126,0,True,True,False
direction_entropy_20,regime,direction_entropy_20,path_structure,207,270,0,True,True,False
