feature,replay_pre_transform,replay_post_transform,snapshot_post_transform,post_minus_pre,snapshot_minus_replay_post,pre_missing,post_missing,snapshot_missing,abs_snapshot_post_delta
ob_mid_close_dislocation_bps,0.0,0.0,-752.4750366210938,0.0,-752.4750366210938,False,False,False,752.4750366210938
ob_spread_bps,0.0,0.0,12.835420608520508,0.0,12.835420608520508,False,False,False,12.835420608520508
ob_depth_usd_l20,0.0,0.0,8.590596199035645,0.0,8.590596199035645,False,False,False,8.590596199035645
ob_depth_usd_l10,0.0,0.0,7.992910861968994,0.0,7.992910861968994,False,False,False,7.992910861968994
ob_vwap_mid_gap_bps,,0.0,-6.376547813415527,,-6.376547813415527,True,False,False,6.376547813415527
ob_top_liquidity_usd,0.0,0.0,5.740994930267334,0.0,5.740994930267334,False,False,False,5.740994930267334
ob_notional_to_depth_l20,,0.0,2.998086929321289,,2.998086929321289,True,False,False,2.998086929321289
ob_kyle_lambda_1h,,0.0,2.1268723011016846,,2.1268723011016846,True,False,False,2.1268723011016846
median_spread_bps,0.0,0.0,2.053748846054077,0.0,2.053748846054077,False,False,False,2.053748846054077
ob_depth_usd_l10_z,-1.469598650932312,-1.469598650932312,0.0,0.0,1.469598650932312,False,False,False,1.469598650932312
ob_depth_usd_l20_z,-1.469598650932312,-1.469598650932312,0.0,0.0,1.469598650932312,False,False,False,1.469598650932312
obw_wall_pressure_skew_a05,,0.0,1.2315289974212646,,1.2315289974212646,True,False,False,1.2315289974212646
obw_wall_pressure_skew_a10,,0.0,1.2315289974212646,,1.2315289974212646,True,False,False,1.2315289974212646
obw_wall_pressure_skew_a20,,0.0,1.2315289974212646,,1.2315289974212646,True,False,False,1.2315289974212646
obw_wall_pressure_skew_a30,,0.0,1.2315289974212646,,1.2315289974212646,True,False,False,1.2315289974212646
obw_wall_pressure_skew_r005,,0.0,1.2315289974212646,,1.2315289974212646,True,False,False,1.2315289974212646
obw_wall_pressure_skew_r010,,0.0,1.2315289974212646,,1.2315289974212646,True,False,False,1.2315289974212646
obw_wall_pressure_skew_r020,,0.0,1.2315289974212646,,1.2315289974212646,True,False,False,1.2315289974212646
obw_wall_pressure_skew_r030,,0.0,1.2315289974212646,,1.2315289974212646,True,False,False,1.2315289974212646
fund_abs_z_x_ret24h_sign,-0.0,-0.0,-1.183741807937622,0.0,-1.183741807937622,False,False,False,1.183741807937622
ob_book_pressure_l10,0.0,0.0,1.1425163745880127,0.0,1.1425163745880127,False,False,False,1.1425163745880127
fund_sign_persistence_3,0.0,0.0,1.0,0.0,1.0,False,False,False,1.0
