layer,feature,value
alpha_model_input,f0,0.0
alpha_model_input,f1,1.0
alpha_model_input,f2,0.0
alpha_model_input,f3,0.0
alpha_model_input,f4,0.0009911060333251953
alpha_model_input,f5,-0.0
alpha_model_input,f6,-1.2669187784194946
alpha_model_input,f7,0.0009911060333251953
alpha_model_input,f8,0.0
alpha_model_input,f9,-1.2669187784194946
alpha_model_input,f10,-0.0
alpha_model_input,f11,-2.053748846054077
alpha_model_input,f12,0.0
alpha_model_input,f13,2.053748846054077
alpha_model_input,f14,-0.4895952045917511
alpha_model_input,f15,1.121406078338623
alpha_model_input,f16,2.053748846054077
alpha_model_input,f17,1.0
alpha_model_input,f18,-1.14275324344635
alpha_model_input,f19,2.053748846054077
alpha_model_input,f20,1.0
alpha_model_input,f21,-0.9742006063461304
alpha_model_input,f22,2.053748846054077
alpha_model_input,f23,1.0
alpha_model_input,f24,-1.2459851503372192
alpha_model_input,f25,2.053748846054077
alpha_model_input,f26,2.053748846054077
alpha_model_input,f27,2.053748846054077
alpha_model_input,f28,2.053748846054077
alpha_model_input,f29,2.053748846054077
alpha_model_input,f30,2.053748846054077
alpha_model_input,f31,1.0
alpha_model_input,f32,2.053748846054077
alpha_model_input,f33,-1.290122151374817
alpha_model_input,f34,-0.7521588802337646
alpha_model_input,f35,-1.209434151649475
alpha_model_input,f36,-1.5603402853012085
alpha_model_input,f37,-1.2233903408050537
alpha_model_input,f38,-2.053748846054077
alpha_model_input,f39,-1.9476876258850098
alpha_model_input,f40,-0.8712605834007263
alpha_model_input,f41,0.0
alpha_model_input,f42,0.0
alpha_model_input,f43,0.18080858886241913
alpha_model_input,f44,0.31245166063308716
alpha_model_input,f45,0.0
alpha_model_input,f46,-1.6750483512878418
alpha_model_input,f47,-1.3743529319763184
alpha_model_input,f48,0.668073296546936
alpha_model_input,f49,1.1303752660751343
alpha_model_input,f50,0.0
alpha_model_input,f51,9.636734962463379
alpha_model_input,f52,0.0
alpha_model_input,f53,0.37378138303756714
alpha_model_input,f54,0.1215507835149765
alpha_model_input,f55,0.4594353437423706
alpha_model_input,f56,1.2800450325012207
alpha_model_input,f57,0.14567938446998596
alpha_model_input,f58,0.7882841229438782
alpha_model_input,f59,-0.9607384204864502
alpha_model_input,f60,-1.6611000299453735
alpha_model_input,f61,-1.1179934740066528
alpha_model_input,f62,-1.9324568510055542
alpha_model_input,f63,-2.053748846054077
alpha_model_input,f64,-0.16732406616210938
alpha_model_input,f65,-2.053748846054077
alpha_model_input,f66,-2.053748846054077
alpha_model_input,f67,-2.053748846054077
alpha_model_input,f68,0.6873525381088257
alpha_model_input,f69,0.9175010919570923
alpha_model_input,f70,2.053748846054077
alpha_model_input,f71,1.2856488227844238
alpha_model_input,f72,-0.7521588802337646
alpha_model_input,f73,-1.2669187784194946
alpha_model_input,f74,0.0002495069056749344
alpha_model_input,f75,8.259154856204987e-05
alpha_model_input,f76,-0.04306238889694214
alpha_model_input,f77,-0.5342279076576233
alpha_model_input,f78,0.5968065857887268
alpha_model_input,f79,0.35216817259788513
alpha_model_input,f80,0.9978461861610413
alpha_model_input,f81,-0.4369761347770691
alpha_model_input,f82,1.2759829759597778
alpha_model_input,f83,0.1071825698018074
alpha_model_input,f84,2.053748846054077
alpha_model_input,f85,-0.7580393552780151
alpha_model_input,f86,0.5071098804473877
alpha_model_input,f87,-0.9776449799537659
alpha_model_input,f88,2.053748846054077
alpha_model_input,f89,-1.7547179460525513
alpha_model_input,f90,-0.14693596959114075
alpha_model_input,f91,-0.4849931597709656
alpha_model_input,f92,0.20694179832935333
alpha_model_input,f93,0.07308844476938248
alpha_model_input,f94,0.009411887265741825
alpha_model_input,f95,-0.6857790946960449
alpha_model_input,f96,-0.6789726614952087
alpha_model_input,f97,-2.053748846054077
alpha_model_input,f98,-2.053748846054077
alpha_model_input,f99,0.7929278016090393
alpha_model_input,f100,0.7929278016090393
alpha_model_input,f101,-2.053748846054077
alpha_model_input,f102,-2.053748846054077
alpha_model_input,f103,0.006000041961669922
alpha_model_input,f104,-1.0077600479125977
alpha_model_input,f105,0.02673262357711792
alpha_model_input,f106,0.03168317303061485
alpha_model_input,f107,0.09532441943883896
alpha_model_input,f108,0.10297027230262756
alpha_model_input,f109,0.2267562299966812
alpha_model_input,f110,0.059196263551712036
alpha_model_input,f111,0.2924157381057739
alpha_model_input,f112,-2.053748846054077
alpha_model_input,f113,0.006762214936316013
alpha_model_input,f114,0.15399287641048431
alpha_model_input,f115,-0.04011881351470947
alpha_model_input,f116,-0.14693596959114075
