feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
bars_since_ema20_ema50_cross_log_norm,regime,bars_since_ema20_ema50_cross_log_norm,trend,0,0,0,False,False,False
dist_ema20_atr,location,dist_ema20_atr,context,58,98,0,True,True,False
bars_outside_ema20_atr_band_log_norm,regime,bars_outside_ema20_atr_band_log_norm,volatility,0,0,0,False,False,False
dist_ema50_atr,location,dist_ema50_atr,context,65,103,0,True,True,False
up_down_semivol_ratio_tanh,regime,up_down_semivol_ratio_tanh,path_structure,186,415,0,True,True,False
dist_ema200_atr,location,dist_ema200_atr,context,71,85,0,True,True,False
up_down_return_mass_ratio_tanh,regime,up_down_return_mass_ratio_tanh,path_structure,113,184,0,True,True,False
dist_vwap_atr,location,dist_vwap_atr,context,69,127,0,True,True,False
tail_asymmetry_q90_q10_atr_norm,regime,tail_asymmetry_q90_q10_atr_norm,path_structure,80,87,0,True,True,False
dist_weekly_vwap,location,dist_weekly_vwap,context,140,326,0,True,True,False
amihud_illiq,regime,amihud_illiq,liquidity,103,87,0,True,True,False
dist_prior_day_high,location,dist_prior_day_high,context,67,99,0,True,True,False
amihud_z,regime,amihud_z,liquidity,3,11,0,True,True,False
dist_prior_day_low,location,dist_prior_day_low,context,166,402,0,True,True,False
atr_compression_ratio,regime,atr_compression_ratio,volatility_term_structure,97,155,0,True,True,False
dist_rolling_7d_high,location,dist_rolling_7d_high,context,153,329,0,True,True,False
atr_percentile,regime,atr_percentile,compression,211,316,0,True,True,False
dist_local_swing,location,dist_local_swing,context,66,80,0,True,True,False
bollinger_band_width,regime,bollinger_band_width,compression,92,170,0,True,True,False
dist_range_mid_atr,location,dist_range_mid_atr,context,57,79,0,True,True,False
choppiness_index_20,regime,choppiness_index_20,path_structure,124,211,0,True,True,False
dist_ma100_atr,location,dist_ma100_atr,context,66,93,0,True,True,False
coherence_24,regime,coherence_24,path_structure,0,0,0,False,False,False
distance_to_ema,location,distance_to_ema,context,62,90,0,True,True,False
compression_ratio,regime,compression_ratio,volatility_term_structure,84,122,0,True,True,False
pullback_depth,location,pullback_depth,context,65,98,0,True,True,False
