feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
dist_oiw_signed_delta_12h_atr,regime,dist_oiw_signed_delta_12h_atr,perp_tradeability,43,35,0,True,True,False
dist_ema20_atr,location,dist_ema20_atr,context,38,29,0,True,True,False
dist_oiw_abs_delta_12h_atr,regime,dist_oiw_abs_delta_12h_atr,perp_tradeability,61,32,0,True,True,False
dist_ema50_atr,location,dist_ema50_atr,context,28,18,0,True,True,False
oi_expansion_compression_balance_24h,regime,oi_expansion_compression_balance_24h,perp_tradeability,74,53,0,True,True,False
dist_ema200_atr,location,dist_ema200_atr,context,116,129,0,True,True,False
dist_funding_pressure_price_12h_atr,regime,dist_funding_pressure_price_12h_atr,perp_tradeability,79,54,0,True,True,False
oiw_pos_delta_entry_dist_1d_atr,location,oiw_pos_delta_entry_dist_1d_atr,open_interest_location,20,9,0,True,True,False
oiw_entry_zone_1d_atr,regime,oiw_entry_zone_1d_atr,perp_tradeability,72,70,0,True,True,False
oiw_intensity_entry_dist_1d_atr,location,oiw_intensity_entry_dist_1d_atr,open_interest_location,30,13,0,True,True,False
donchian_zone_1d_atr,regime,donchian_zone_1d_atr,perp_tradeability,59,50,0,True,True,False
oiw_z_delta_entry_dist_1d_atr,location,oiw_z_delta_entry_dist_1d_atr,open_interest_location,21,12,0,True,True,False
dist_oiw_intensity_96h_atr,regime,dist_oiw_intensity_96h_atr,perp_tradeability,107,52,0,True,True,False
oiw_pos_delta_entry_dist_7d_atr,location,oiw_pos_delta_entry_dist_7d_atr,open_interest_location,41,32,0,True,True,False
dist_oiw_z_delta_96h_atr,regime,dist_oiw_z_delta_96h_atr,perp_tradeability,92,33,0,True,True,False
oiw_pos_delta_entry_dist_14d_atr,location,oiw_pos_delta_entry_dist_14d_atr,open_interest_location,78,59,0,True,True,False
oi_expansion_compression_balance_96h,regime,oi_expansion_compression_balance_96h,perp_tradeability,45,43,0,True,True,False
oiw_intensity_entry_dist_7d_atr,location,oiw_intensity_entry_dist_7d_atr,open_interest_location,39,23,0,True,True,False
dist_funding_pressure_price_96h_atr,regime,dist_funding_pressure_price_96h_atr,perp_tradeability,117,44,0,True,True,False
oiw_z_delta_entry_dist_7d_atr,location,oiw_z_delta_entry_dist_7d_atr,open_interest_location,40,32,0,True,True,False
bars_since_ema20_ema50_cross_log_norm,regime,bars_since_ema20_ema50_cross_log_norm,trend,0,0,0,False,False,False
oiw_z_delta_entry_dist_14d_atr,location,oiw_z_delta_entry_dist_14d_atr,open_interest_location,84,84,0,True,True,False
bars_outside_ema20_atr_band_log_norm,regime,bars_outside_ema20_atr_band_log_norm,volatility,0,0,0,False,False,False
dist_prior_day_high,location,dist_prior_day_high,context,148,223,0,True,True,False
up_down_semivol_ratio_tanh,regime,up_down_semivol_ratio_tanh,path_structure,179,218,0,True,True,False
dist_prior_day_low,location,dist_prior_day_low,context,43,29,0,True,True,False
up_down_return_mass_ratio_tanh,regime,up_down_return_mass_ratio_tanh,path_structure,98,94,0,True,True,False
dist_rolling_7d_high,location,dist_rolling_7d_high,context,140,190,0,True,True,False
amihud_illiq,regime,amihud_illiq,liquidity,85,47,0,True,True,False
dist_local_swing,location,dist_local_swing,context,115,119,0,True,True,False
asset_atr_level_pct,regime,asset_atr_level_pct,asset_state,249,476,0,True,True,False
dist_range_mid_atr,location,dist_range_mid_atr,context,35,26,0,True,True,False
asset_funding_rate_abs_mean_7d,regime,asset_funding_rate_abs_mean_7d,perp_tradeability,77,82,0,True,True,False
dist_ma100_atr,location,dist_ma100_atr,context,27,14,0,True,True,False
asset_funding_rate_mean_15d,regime,asset_funding_rate_mean_15d,perp_tradeability,46,35,0,True,True,False
distance_to_ema,location,distance_to_ema,context,39,22,0,True,True,False
asset_funding_rate_mean_3d,regime,asset_funding_rate_mean_3d,perp_tradeability,72,58,0,True,True,False
pullback_depth,location,pullback_depth,context,98,149,0,True,True,False
asset_funding_rate_mean_7d,regime,asset_funding_rate_mean_7d,perp_tradeability,45,32,0,True,True,False
zscore_price_50,location,zscore_price_50,context,66,49,0,True,True,False
asset_funding_z,regime,asset_funding_z,perp_tradeability,36,11,0,True,True,False
zscore_price_200,location,zscore_price_200,context,198,212,0,True,True,False
asset_minus_mkt_oi_1d,regime,asset_minus_mkt_oi_1d,open_interest,39,29,0,True,True,False
loc_ema_stack_pos_24,location,loc_ema_stack_pos_24,trend,47,34,0,True,True,False
asset_minus_mkt_oi_1d_peer_resid,regime,asset_minus_mkt_oi_1d_peer_resid,residual,46,27,0,True,True,False
loc_ema_stack_pos_48,location,loc_ema_stack_pos_48,trend,50,46,0,True,True,False
asset_minus_mkt_oi_1d_z_90d,regime,asset_minus_mkt_oi_1d_z_90d,open_interest,36,24,0,True,True,False
loc_range_pos_24,location,loc_range_pos_24,context,45,20,0,True,True,False
asset_minus_mkt_oi_7d,regime,asset_minus_mkt_oi_7d,open_interest,33,18,0,True,True,False
loc_range_pos_48,location,loc_range_pos_48,context,65,46,0,True,True,False
asset_vol_level_pct,regime,asset_vol_level_pct,asset_state,92,105,0,True,True,False
loc_prior_bar_pos_24,location,loc_prior_bar_pos_24,context,78,76,0,True,True,False
atr_compression_ratio,regime,atr_compression_ratio,volatility_term_structure,46,42,0,True,True,False
loc_prior_bar_pos_48,location,loc_prior_bar_pos_48,context,78,80,0,True,True,False
atr_percentile,regime,atr_percentile,compression,46,26,0,True,True,False
loc_swing_range_pos_24,location,loc_swing_range_pos_24,context,113,122,0,True,True,False
blowoff_risk_surprise,regime,blowoff_risk_surprise,residual,0,0,0,False,False,False
loc_swing_range_pos_48,location,loc_swing_range_pos_48,context,98,108,0,True,True,False
bollinger_band_width,regime,bollinger_band_width,compression,46,26,0,True,True,False
loc_session_pos_24,location,loc_session_pos_24,context,74,59,0,True,True,False
chop_score_surprise,regime,chop_score_surprise,residual,1,2,0,True,True,False
loc_session_pos_48,location,loc_session_pos_48,context,65,47,0,True,True,False
choppiness_index_20,regime,choppiness_index_20,path_structure,75,74,0,True,True,False
loc_initial_balance_pos_24,location,loc_initial_balance_pos_24,context,42,18,0,True,True,False
compression_ratio,regime,compression_ratio,volatility_term_structure,66,51,0,True,True,False
loc_initial_balance_pos_48,location,loc_initial_balance_pos_48,context,36,23,0,True,True,False
compression_score,regime,compression_score,volatility_term_structure,63,51,0,True,True,False
loc_prev_day_range_pos_24,location,loc_prev_day_range_pos_24,context,43,27,0,True,True,False
cs_rank_oi_value_z_30d,regime,cs_rank_oi_value_z_30d,open_interest,18,14,0,True,True,False
loc_prev_day_range_pos_48,location,loc_prev_day_range_pos_48,context,33,20,0,True,True,False
direction_entropy_20,regime,direction_entropy_20,path_structure,50,35,0,True,True,False
loc_prev_week_range_pos_24,location,loc_prev_week_range_pos_24,context,27,19,0,True,True,False
efficiency_ratio_20,regime,efficiency_ratio_20,path_structure,37,22,0,True,True,False
loc_prev_week_range_pos_48,location,loc_prev_week_range_pos_48,context,39,20,0,True,True,False
ema20_slope_5h,regime,ema20_slope_5h,trend,22,8,0,True,True,False
loc_bb_channel_pos_24,location,loc_bb_channel_pos_24,compression,24,16,0,True,True,False
ema50_slope,regime,ema50_slope,trend,42,36,0,True,True,False
loc_bb_channel_pos_48,location,loc_bb_channel_pos_48,compression,110,114,0,True,True,False
ema_slope_norm,regime,ema_slope_norm,trend,30,19,0,True,True,False
loc_pullback_depth_24,location,loc_pullback_depth_24,path_structure,76,48,0,True,True,False
exh_qual_surprise,regime,exh_qual_surprise,residual,37,15,0,True,True,False
loc_pullback_depth_48,location,loc_pullback_depth_48,path_structure,105,63,0,True,True,False
fund_abs_z_mkt_resid,regime,fund_abs_z_mkt_resid,residual,21,8,0,True,True,False
loc_pivot_ladder_pos_24,location,loc_pivot_ladder_pos_24,context,28,21,0,True,True,False
fund_rate_z_14d,regime,fund_rate_z_14d,funding,21,8,0,True,True,False
loc_pivot_ladder_pos_48,location,loc_pivot_ladder_pos_48,context,20,14,0,True,True,False
funding_1d_chg_peer_resid,regime,funding_1d_chg_peer_resid,residual,16,10,0,True,True,False
bars_in_high_vol_state_log_norm,location,bars_in_high_vol_state_log_norm,context,97,103,0,True,True,False
funding_abs_z,regime,funding_abs_z,funding,23,13,0,True,True,False
funding_mean_10d_robust_z,regime,funding_mean_10d_robust_z,open_interest,77,82,0,True,True,False
funding_mean_15d_robust_z,regime,funding_mean_15d_robust_z,open_interest,71,75,0,True,True,False
funding_mean_7d_robust_z,regime,funding_mean_7d_robust_z,open_interest,42,40,0,True,True,False
funding_mom_2h,regime,funding_mom_2h,funding,45,36,0,True,True,False
funding_mom_4h,regime,funding_mom_4h,funding,38,33,0,True,True,False
funding_mom_8h,regime,funding_mom_8h,funding,13,4,0,True,True,False
funding_mom_w,regime,funding_mom_w,funding,21,13,0,True,True,False
funding_per_hour,regime,funding_per_hour,funding,29,19,0,True,True,False
funding_per_hour_mkt_resid,regime,funding_per_hour_mkt_resid,residual,31,20,0,True,True,False
funding_per_hour_z,regime,funding_per_hour_z,funding,27,9,0,True,True,False
funding_persistence,regime,funding_persistence,funding,54,50,0,True,True,False
funding_rank_30d,regime,funding_rank_30d,funding,25,8,0,True,True,False
funding_rate,regime,funding_rate,funding,23,15,0,True,True,False
funding_vol_10d_robust_z,regime,funding_vol_10d_robust_z,open_interest,58,57,0,True,True,False
funding_vol_15d_robust_z,regime,funding_vol_15d_robust_z,open_interest,38,22,0,True,True,False
funding_vol_7d_robust_z,regime,funding_vol_7d_robust_z,open_interest,78,75,0,True,True,False
funding_z,regime,funding_z,funding,14,8,0,True,True,False
grind_score_surprise,regime,grind_score_surprise,residual,39,13,0,True,True,False
leverage_build,regime,leverage_build,crowding,32,31,0,True,True,False
leverage_build_score,regime,leverage_build_score,crowding,31,22,0,True,True,False
log_oi_to_volume_1d,regime,log_oi_to_volume_1d,open_interest,54,45,0,True,True,False
log_oi_to_volume_7d,regime,log_oi_to_volume_7d,open_interest,46,41,0,True,True,False
mark_perp_dislocation,regime,mark_perp_dislocation,perp_tradeability,270,441,0,True,True,False
mark_vs_perp_bps,regime,mark_vs_perp_bps,perp_tradeability,519,572,0,True,True,False
ob_depth_mkt_resid,regime,ob_depth_mkt_resid,residual,37,32,0,True,True,False
ob_depth_usd_l20_z,regime,ob_depth_usd_l20_z,orderbook,44,22,0,True,True,False
ob_depth_z_10bps,regime,ob_depth_z_10bps,orderbook,36,20,0,True,True,False
ob_depth_z_25bps,regime,ob_depth_z_25bps,orderbook,43,34,0,True,True,False
ob_imbalance_mkt_resid,regime,ob_imbalance_mkt_resid,residual,120,252,0,True,True,False
ob_pressure_mkt_resid,regime,ob_pressure_mkt_resid,residual,95,231,0,True,True,False
ob_spread_mkt_resid,regime,ob_spread_mkt_resid,residual,22,15,0,True,True,False
ob_spread_z_24h,regime,ob_spread_z_24h,orderbook,43,35,0,True,True,False
oi_chg_2h,regime,oi_chg_2h,open_interest,21,14,0,True,True,False
oi_chg_4h,regime,oi_chg_4h,open_interest,11,4,0,True,True,False
oi_chg_8h,regime,oi_chg_8h,open_interest,19,5,0,True,True,False
oi_chg_8h_mkt_resid,regime,oi_chg_8h_mkt_resid,residual,80,59,0,True,True,False
oi_chg_z_2h,regime,oi_chg_z_2h,open_interest,23,11,0,True,True,False
oi_chg_z_4h,regime,oi_chg_z_4h,open_interest,23,13,0,True,True,False
oi_chg_z_8h,regime,oi_chg_z_8h,open_interest,25,12,0,True,True,False
oi_rank,regime,oi_rank,open_interest,36,22,0,True,True,False
oi_to_volume_1d_z_90d,regime,oi_to_volume_1d_z_90d,open_interest,52,41,0,True,True,False
oi_trend_10d_robust_z,regime,oi_trend_10d_robust_z,open_interest,30,18,0,True,True,False
oi_trend_7d_robust_z,regime,oi_trend_7d_robust_z,open_interest,48,40,0,True,True,False
oi_value_log_1d_robust_z,regime,oi_value_log_1d_robust_z,open_interest,73,79,0,True,True,False
oi_value_log_7d_robust_z,regime,oi_value_log_7d_robust_z,open_interest,60,60,0,True,True,False
oi_value_z_30d,regime,oi_value_z_30d,open_interest,41,28,0,True,True,False
oi_value_z_90d,regime,oi_value_z_90d,open_interest,54,37,0,True,True,False
oi_vel_2h,regime,oi_vel_2h,open_interest,33,19,0,True,True,False
oi_vel_4h,regime,oi_vel_4h,open_interest,23,15,0,True,True,False
oi_vel_8h,regime,oi_vel_8h,open_interest,18,14,0,True,True,False
oi_vol_10d_robust_z,regime,oi_vol_10d_robust_z,open_interest,41,24,0,True,True,False
oi_vol_15d_robust_z,regime,oi_vol_15d_robust_z,open_interest,98,105,0,True,True,False
oi_vol_7d_robust_z,regime,oi_vol_7d_robust_z,open_interest,45,32,0,True,True,False
oi_z,regime,oi_z,open_interest,33,30,0,True,True,False
overext_surprise,regime,overext_surprise,residual,1,1,0,True,True,False
price_rv_10d_robust_z,regime,price_rv_10d_robust_z,open_interest,86,71,0,True,True,False
price_rv_15d_robust_z,regime,price_rv_15d_robust_z,open_interest,69,73,0,True,True,False
price_rv_7d_robust_z,regime,price_rv_7d_robust_z,open_interest,142,177,0,True,True,False
price_trend_10d_vol_norm,regime,price_trend_10d_vol_norm,open_interest,77,82,0,True,True,False
price_trend_15d_vol_norm,regime,price_trend_15d_vol_norm,open_interest,138,161,0,True,True,False
price_trend_7d_vol_norm,regime,price_trend_7d_vol_norm,open_interest,79,85,0,True,True,False
prior_range,regime,prior_range,context,78,92,0,True,True,False
prior_volatility,regime,prior_volatility,context,93,107,0,True,True,False
range_24h_pct,regime,range_24h_pct,compression,224,396,0,True,True,False
range_expansion_ratio,regime,range_expansion_ratio,volatility_term_structure,52,37,0,True,True,False
range_per_funding_abs_z_24h,regime,range_per_funding_abs_z_24h,perp_tradeability,27,7,0,True,True,False
return_autocorr_48,regime,return_autocorr_48,momentum,148,161,0,True,True,False
rolling_range_20,regime,rolling_range_20,compression,73,60,0,True,True,False
rvol_z_peer_resid,regime,rvol_z_peer_resid,residual,23,13,0,True,True,False
spectral_entropy_ret_24,regime,spectral_entropy_ret_24,path_structure,25,13,0,True,True,False
spike_score_surprise,regime,spike_score_surprise,residual,47,29,0,True,True,False
trend_acceleration,regime,trend_acceleration,trend,91,103,0,True,True,False
true_range_percentile,regime,true_range_percentile,volatility,35,27,0,True,True,False
variance_ratio_10_48,regime,variance_ratio_10_48,volatility,51,37,0,True,True,False
vol_z_peer_resid,regime,vol_z_peer_resid,residual,33,25,0,True,True,False
volume_autocorr_48,regime,volume_autocorr_48,liquidity,25,17,0,True,True,False
volume_entropy_24,regime,volume_entropy_24,liquidity,26,14,0,True,True,False
volume_percentile,regime,volume_percentile,liquidity,46,33,0,True,True,False
volume_price_corr_ts_resid,regime,volume_price_corr_ts_resid,residual,34,28,0,True,True,False
volume_trend_48,regime,volume_trend_48,liquidity,26,19,0,True,True,False
volume_zscore_48h,regime,volume_zscore_48h,liquidity,36,36,0,True,True,False
xasset_asset_minus_basket_fund_z,regime,xasset_asset_minus_basket_fund_z,asset_relative_funding,46,20,0,True,True,False
xasset_asset_minus_mkt_funding,regime,xasset_asset_minus_mkt_funding,asset_relative_funding,29,13,0,True,True,False
xasset_funding_peer_resid,regime,xasset_funding_peer_resid,residual,10,5,0,True,True,False
xasset_funding_ts_resid,regime,xasset_funding_ts_resid,residual,55,29,0,True,True,False
xasset_ob_liquidity_peer_resid,regime,xasset_ob_liquidity_peer_resid,residual,44,25,0,True,True,False
xasset_ob_liquidity_ts_resid,regime,xasset_ob_liquidity_ts_resid,residual,69,86,0,True,True,False
