layer,feature,value
alpha_model_input,p_exh_lag1,0.0
alpha_model_input,G_VOL,1.0
alpha_model_input,tail_asymmetry_q90_q10_atr_norm_G_VOL_0,0.0
alpha_model_input,tail_asymmetry_q90_q10_atr_norm_G_VOL_1,1.2574431896209717
alpha_model_input,ret1h_G_VOL_0,0.0
alpha_model_input,ret1h_G_VOL_1,0.0
alpha_model_input,G_EXH_EFFORT,-2.053748846054077
alpha_model_input,G_EXH_GIVEBACK,1.0
alpha_model_input,G_EXH_TAIL_FAIL,2.053748846054077
alpha_model_input,G_TF_TREND,0.7354848384857178
alpha_model_input,accel_5h,-1.505661964416504
alpha_model_input,adx_10,2.053748846054077
alpha_model_input,adx_10_gt25,1.0
alpha_model_input,adx_10_slope,0.685843288898468
alpha_model_input,adx_14,2.053748846054077
alpha_model_input,adx_14_gt25,1.0
alpha_model_input,adx_14_slope,0.32353565096855164
alpha_model_input,adx_7,2.053748846054077
alpha_model_input,adx_7_gt25,1.0
alpha_model_input,adx_7_slope,1.0976312160491943
alpha_model_input,adx_di_minus_10,2.053748846054077
alpha_model_input,adx_di_minus_14,2.053748846054077
alpha_model_input,adx_di_minus_7,2.053748846054077
alpha_model_input,adx_di_plus_10,2.053748846054077
alpha_model_input,adx_di_plus_14,2.053748846054077
alpha_model_input,adx_di_plus_7,2.053748846054077
alpha_model_input,align,1.0
alpha_model_input,asym_ft,-2.053748846054077
alpha_model_input,atr_change_rate,0.0
alpha_model_input,atr_compression_ratio,0.49470755457878113
alpha_model_input,atr_expansion,0.3622472584247589
alpha_model_input,atr_pct_base,0.4692249000072479
alpha_model_input,atr_pct_change,0.284616619348526
alpha_model_input,atr_percentile,0.31552016735076904
alpha_model_input,atr_slope,-0.14469674229621887
alpha_model_input,bars_in_high_vol_state_log_norm,2.053748846054077
alpha_model_input,bars_outside_ema20_atr_band_log_norm,0.0
alpha_model_input,bars_since_ema20_ema50_cross_log_norm,0.0
alpha_model_input,basis,0.0
alpha_model_input,basis_adjusted_trend_10h,-0.5248318910598755
alpha_model_input,basis_adjusted_trend_5h,-0.4824058711528778
alpha_model_input,basis_funding_div,0.0
alpha_model_input,basis_funding_div_2h,0.0
alpha_model_input,basis_funding_div_4h,0.0
alpha_model_input,basis_funding_div_8h,0.0
alpha_model_input,basis_mom_2h,0.0
alpha_model_input,basis_mom_8h,0.0
alpha_model_input,basis_mom_w,0.0
alpha_model_input,basis_stretch,0.0
alpha_model_input,basis_up_agree,0.0
alpha_model_input,basis_vol,0.0
alpha_model_input,bb_pos_12,-0.9165173172950745
alpha_model_input,bb_pos_24,-1.138977289199829
alpha_model_input,body_pct,2.053748846054077
alpha_model_input,body_ratio,-0.43994009494781494
alpha_model_input,body_ratio_15m,0.2657739520072937
alpha_model_input,bollinger_band_width,-0.0057710870169103146
alpha_model_input,breakout_24h,-39.166072845458984
alpha_model_input,breakout_confirmed,0.0
alpha_model_input,breakout_min,0.0950598269701004
alpha_model_input,breakout_soft,0.048540256917476654
alpha_model_input,breakout_t,0.45458918809890747
alpha_model_input,carry_adj_ret_10h,-0.5248328447341919
alpha_model_input,carry_adj_ret_5h,-0.482406347990036
alpha_model_input,carry_adj_short_ret_10h,0.5248328447341919
alpha_model_input,carry_adj_short_ret_5h,0.482406347990036
alpha_model_input,churn,-0.4268977642059326
alpha_model_input,climax,0.050883930176496506
alpha_model_input,climax_decay,1.0616037845611572
alpha_model_input,climax_range_12,-0.2653253674507141
alpha_model_input,climax_range_24,-0.3917137384414673
alpha_model_input,climax_vol_12,-0.17154861986637115
alpha_model_input,climax_vol_24,-0.3162917196750641
alpha_model_input,clv,2.053748846054077
alpha_model_input,clv_collapse,2.053748846054077
alpha_model_input,clv_mean_2,2.053748846054077
alpha_model_input,clv_mean_24,2.053748846054077
alpha_model_input,clv_mean_4,2.053748846054077
alpha_model_input,clv_pullback,-1.591118335723877
alpha_model_input,clv_t,-1.962080717086792
alpha_model_input,coh,2.053748846054077
alpha_model_input,comp_to_exp,0.9257072806358337
alpha_model_input,compression_ratio,0.49470755457878113
alpha_model_input,compression_score,-0.9560311436653137
alpha_model_input,convexity_bis_t,0.00018728524446487427
alpha_model_input,convexity_t,0.0002263188362121582
alpha_model_input,convexity_z_t,0.3739639222621918
alpha_model_input,cumulative_delta_stall,-0.5000623464584351
alpha_model_input,decel_4,0.027420353144407272
alpha_model_input,decel_8,0.03478725999593735
alpha_model_input,delta_stall_6,0.7118945121765137
alpha_model_input,dip_velocity,-0.09539055824279785
alpha_model_input,dip_volume_profile,0.4823302626609802
alpha_model_input,dir_path_edge_2h,-0.0014750545378774405
alpha_model_input,dir_path_long_2h,0.0392514131963253
alpha_model_input,dir_path_risk_long_2h,2.053748846054077
alpha_model_input,dir_path_risk_short_2h,-0.45027002692222595
alpha_model_input,dir_path_risk_skew_2h,0.9999999403953552
alpha_model_input,dir_path_short_2h,0.4550801217556
alpha_model_input,dist_ema200_atr,-0.04630696401000023
alpha_model_input,dist_ema20_atr,-1.3525168895721436
alpha_model_input,dist_ema50_atr,-0.01823590137064457
alpha_model_input,dist_ema_fast,-0.965939998626709
alpha_model_input,dist_ema_fast_base,0.000533287413418293
alpha_model_input,dist_ema_slow_base,-0.00155952840577811
alpha_model_input,dist_from_high_120h,-0.00807664729654789
alpha_model_input,dist_from_high_48h,-0.007748208940029144
alpha_model_input,dist_from_high_event_12h,2.053748846054077
alpha_model_input,dist_from_high_vol,2.053748846054077
alpha_model_input,dist_from_low_event_12h,-0.9860671162605286
alpha_model_input,dist_from_low_vol,-0.2666008472442627
alpha_model_input,dist_local_swing,0.0
alpha_model_input,dist_ma100_atr,-0.03962168097496033
alpha_model_input,dist_prior_day_high,0.10360358655452728
alpha_model_input,dist_prior_day_low,0.0
alpha_model_input,dist_range_mid_atr,-0.00030897505348548293
alpha_model_input,dist_rolling_7d_high,0.30180177092552185
alpha_model_input,dist_stack,-0.0077266087755560875
alpha_model_input,dist_vwap_12_atr,-0.5977954864501953
alpha_model_input,dist_vwap_24_atr,-1.5958302021026611
alpha_model_input,dist_vwap_96_atr,-2.053748846054077
alpha_model_input,dist_vwap_atr,-0.02942490763962269
alpha_model_input,dist_vwap_norm,0.0005524124135263264
alpha_model_input,dist_weekly_vwap,-0.1105610728263855
alpha_model_input,distance_to_ema,-1.3525168895721436
alpha_model_input,dn_vol,1.3350111246109009
alpha_model_input,dn_vol_6,0.6072486639022827
alpha_model_input,donch_dist_120,0.0
alpha_model_input,donch_dist_48,0.0
alpha_model_input,donch_dist_72,0.0
alpha_model_input,down_up_vol_ratio_24,-0.12530390918254852
alpha_model_input,draw_extreme_10h,38.95516586303711
alpha_model_input,draw_sym_10h,38.95516586303711
alpha_model_input,ema20_slope_5h,-1.3033026456832886
alpha_model_input,ema_slope_norm,-1.3033026456832886
alpha_model_input,evr_6,2.053748846054077
alpha_model_input,evr_slope,0.8177098631858826
alpha_model_input,excess_12h,0.33996960520744324
alpha_model_input,excess_coh,2.053748846054077
alpha_model_input,exh_qual,-2.053748846054077
alpha_model_input,ext_atrExp,-0.056840989738702774
alpha_model_input,ext_excess,0.0
alpha_model_input,ffd_accel_06,-8.840113878250122e-05
alpha_model_input,ffd_atr_expansion_06,1.4455511569976807
alpha_model_input,ffd_d1_05,0.0009272247552871704
alpha_model_input,ffd_d4_05,0.00318165123462677
alpha_model_input,ffd_diff_1_04,0.000863928347826004
alpha_model_input,ffd_diff_1_05,0.0009272247552871704
alpha_model_input,ffd_diff_1_06,0.000863928347826004
alpha_model_input,ffd_diff_2_04,0.0018162578344345093
alpha_model_input,ffd_diff_2_05,0.0018769949674606323
alpha_model_input,ffd_diff_2_06,0.0018162578344345093
