layer,feature,value
alpha_model_input,f0,0.0
alpha_model_input,f1,1.0
alpha_model_input,f2,0.0
alpha_model_input,f3,0.0
alpha_model_input,f4,0.0072879791259765625
alpha_model_input,f5,0.0
alpha_model_input,f6,1.1642842292785645
alpha_model_input,f7,0.0072879791259765625
alpha_model_input,f8,0.0
alpha_model_input,f9,1.1642842292785645
alpha_model_input,f10,0.0
alpha_model_input,f11,2.053748846054077
alpha_model_input,f12,1.004742980003357
alpha_model_input,f13,0.0181344635784626
alpha_model_input,f14,0.0
alpha_model_input,f15,2.005074977874756
alpha_model_input,f16,2.053748846054077
alpha_model_input,f17,1.0
alpha_model_input,f18,-1.6885794401168823
alpha_model_input,f19,2.053748846054077
alpha_model_input,f20,1.0
alpha_model_input,f21,-1.6599688529968262
alpha_model_input,f22,2.053748846054077
alpha_model_input,f23,1.0
alpha_model_input,f24,-1.5906786918640137
alpha_model_input,f25,2.053748846054077
alpha_model_input,f26,2.053748846054077
alpha_model_input,f27,2.053748846054077
alpha_model_input,f28,2.053748846054077
alpha_model_input,f29,2.053748846054077
alpha_model_input,f30,2.053748846054077
alpha_model_input,f31,-1.0
alpha_model_input,f32,2.053748846054077
alpha_model_input,f33,-0.8984320759773254
alpha_model_input,f34,-0.5679062008857727
alpha_model_input,f35,0.19731272757053375
alpha_model_input,f36,-0.639519989490509
alpha_model_input,f37,0.2764557898044586
alpha_model_input,f38,-1.478684902191162
alpha_model_input,f39,-1.433816909790039
alpha_model_input,f40,-0.8626081347465515
alpha_model_input,f41,0.0
alpha_model_input,f42,0.0
alpha_model_input,f43,1.6081079244613647
alpha_model_input,f44,0.77713942527771
alpha_model_input,f45,-0.9414926171302795
alpha_model_input,f46,-0.006869105622172356
alpha_model_input,f47,1.7377934455871582
alpha_model_input,f48,0.034246113151311874
alpha_model_input,f49,-65.40681457519531
alpha_model_input,f50,2.053748846054077
alpha_model_input,f51,1.313320279121399
alpha_model_input,f52,1.6543973684310913
alpha_model_input,f53,1.813308596611023
alpha_model_input,f54,0.16111935675144196
alpha_model_input,f55,2.053748846054077
alpha_model_input,f56,0.6931471824645996
alpha_model_input,f57,0.649448037147522
alpha_model_input,f58,1.1384809017181396
alpha_model_input,f59,1.2349127531051636
alpha_model_input,f60,2.053748846054077
alpha_model_input,f61,-2.053748846054077
alpha_model_input,f62,2.053748846054077
alpha_model_input,f63,-2.053748846054077
alpha_model_input,f64,-2.053748846054077
alpha_model_input,f65,-2.053748846054077
alpha_model_input,f66,0.0
alpha_model_input,f67,2.053748846054077
alpha_model_input,f68,2.053748846054077
alpha_model_input,f69,0.9162287712097168
alpha_model_input,f70,-0.5679062008857727
alpha_model_input,f71,1.1642842292785645
alpha_model_input,f72,0.002666708081960678
alpha_model_input,f73,0.0004989020526409149
alpha_model_input,f74,0.5238282084465027
alpha_model_input,f75,-0.1345445066690445
alpha_model_input,f76,1.6575922966003418
alpha_model_input,f77,1.666765570640564
alpha_model_input,f78,-0.6638948917388916
alpha_model_input,f79,-1.6396598815917969
alpha_model_input,f80,-0.1598789393901825
alpha_model_input,f81,0.0027051912620663643
alpha_model_input,f82,2.053748846054077
alpha_model_input,f83,-0.5575559139251709
alpha_model_input,f84,0.8224952816963196
alpha_model_input,f85,-0.48665323853492737
alpha_model_input,f86,2.053748846054077
alpha_model_input,f87,-0.09811283648014069
alpha_model_input,f88,1.0613619089126587
alpha_model_input,f89,-0.007245535496622324
alpha_model_input,f90,1.2004683017730713
alpha_model_input,f91,0.011826496571302414
alpha_model_input,f92,0.009747735224664211
alpha_model_input,f93,-0.013777595944702625
alpha_model_input,f94,0.0
alpha_model_input,f95,2.053748846054077
alpha_model_input,f96,2.053748846054077
alpha_model_input,f97,-0.9787838459014893
alpha_model_input,f98,-1.0276602506637573
alpha_model_input,f99,0.018000125885009766
alpha_model_input,f100,-0.05489397048950195
alpha_model_input,f101,0.01942121796309948
alpha_model_input,f102,0.03998477756977081
alpha_model_input,f103,0.028456218540668488
alpha_model_input,f104,0.26618435978889465
alpha_model_input,f105,0.01859319396317005
alpha_model_input,f106,1.6429274082183838
alpha_model_input,f107,0.9141395688056946
alpha_model_input,f108,-2.053748846054077
alpha_model_input,f109,0.014432271011173725
alpha_model_input,f110,0.011516019701957703
alpha_model_input,f111,-0.10080303996801376
alpha_model_input,f112,1.0613619089126587
alpha_model_input,f113,-0.21146458387374878
alpha_model_input,f114,-0.9600348472595215
alpha_model_input,f115,0.0
alpha_model_input,f116,0.002160519128665328
alpha_model_input,f117,0.0
