feature,replay_pre_transform,replay_post_transform,snapshot_post_transform,post_minus_pre,snapshot_minus_replay_post,pre_missing,post_missing,snapshot_missing,abs_snapshot_post_delta
beta_24h,1.359375,1.359375,0.3697916567325592,0.0,-0.9895833432674408,False,False,False,0.9895833432674408
regime_trend_score,,-0.6229484677314758,-1.5259501934051514,,-0.9030017256736755,True,False,False,0.9030017256736755
corr_concentration_24h,0.26796385645866394,-0.2926671802997589,-1.190506935119629,-0.5606310367584229,-0.89783975481987,False,False,False,0.89783975481987
regime_vol_score,,1.5529729127883911,1.3470429182052612,,-0.20592999458312988,True,False,False,0.20592999458312988
resid_ret_6h,-47.95308303833008,-0.23495633900165558,-0.13914437592029572,47.71812669932842,0.09581196308135986,False,False,False,0.09581196308135986
mkt_rv_ratio,,0.24045003950595856,0.3118276298046112,,0.07137759029865265,True,False,False,0.07137759029865265
pct_assets_up_1h,0.48659002780914307,-0.08709811419248581,-0.12827108800411224,-0.5736881420016289,-0.041172973811626434,False,False,False,0.041172973811626434
kf_atr_mean,3.2976744174957275,0.24170269072055817,0.20328298211097717,-3.0559717267751694,-0.038419708609580994,False,False,False,0.038419708609580994
asset_minus_universe_median_ret_4h,-0.048791274428367615,1.241119146347046,1.271220326423645,1.2899104207754135,0.03010118007659912,False,False,False,0.03010118007659912
asset_ret_vs_universe_4h,-0.048791274428367615,1.241119146347046,1.271220326423645,1.2899104207754135,0.03010118007659912,False,False,False,0.03010118007659912
regime_liquidity_score,,-0.13055865466594696,-0.1555769294500351,,-0.025018274784088135,True,False,False,0.025018274784088135
cs_dispersion_ret_24h,2.8382956981658936,2.0367841720581055,2.012465000152588,-0.8015115261077881,-0.024319171905517578,False,False,False,0.024319171905517578
pct_assets_high_rvol,0.03448275849223137,-1.0979982614517212,-1.1193441152572632,-1.1324810199439526,-0.021345853805541992,False,False,False,0.021345853805541992
xs_rank_vol_z,0.7701149582862854,0.8713610768318176,0.8924691677093506,0.10124611854553223,0.02110809087753296,False,False,False,0.02110809087753296
avg_pair_corr_24h,0.67080157995224,0.67080157995224,0.6872562170028687,0.0,0.016454637050628662,False,False,False,0.016454637050628662
trend_overextension_z,0.6458606123924255,0.682978093624115,0.6665768027305603,0.03711748123168945,-0.016401290893554688,False,False,False,0.016401290893554688
cs_dispersion_ret_4h,0.24261514842510223,1.4282227754592896,1.4153765439987183,1.1856076270341873,-0.012846231460571289,False,False,False,0.012846231460571289
pct_assets_above_ema_fast,0.9501915574073792,1.617971658706665,1.608532428741455,0.6677801012992859,-0.009439229965209961,False,False,False,0.009439229965209961
