layer,feature,value
alpha_model_input,f0,0.0
alpha_model_input,f1,1.0
alpha_model_input,f2,0.0
alpha_model_input,f3,0.0
alpha_model_input,f4,0.0
alpha_model_input,f5,-0.0
alpha_model_input,f6,-1.359411358833313
alpha_model_input,f7,0.0
alpha_model_input,f8,0.0
alpha_model_input,f9,-1.359411358833313
alpha_model_input,f10,-0.0
alpha_model_input,f11,-2.053748846054077
alpha_model_input,f12,1.0
alpha_model_input,f13,2.053748846054077
alpha_model_input,f14,1.6373385190963745
alpha_model_input,f15,2.053748846054077
alpha_model_input,f16,2.053748846054077
alpha_model_input,f17,1.0
alpha_model_input,f18,-1.4248793125152588
alpha_model_input,f19,2.053748846054077
alpha_model_input,f20,1.0
alpha_model_input,f21,-1.157573938369751
alpha_model_input,f22,2.053748846054077
alpha_model_input,f23,1.0
alpha_model_input,f24,-1.4111906290054321
alpha_model_input,f25,2.053748846054077
alpha_model_input,f26,2.053748846054077
alpha_model_input,f27,2.053748846054077
alpha_model_input,f28,2.053748846054077
alpha_model_input,f29,2.053748846054077
alpha_model_input,f30,2.053748846054077
alpha_model_input,f31,1.0
alpha_model_input,f32,2.053748846054077
alpha_model_input,f33,0.9016616940498352
alpha_model_input,f34,-1.814129114151001
alpha_model_input,f35,0.13389399647712708
alpha_model_input,f36,1.766162633895874
alpha_model_input,f37,0.16771169006824493
alpha_model_input,f38,2.053748846054077
alpha_model_input,f39,2.053748846054077
alpha_model_input,f40,-0.51304692029953
alpha_model_input,f41,0.0
alpha_model_input,f42,0.0
alpha_model_input,f43,0.8652346134185791
alpha_model_input,f44,-0.02250206097960472
alpha_model_input,f45,0.0
alpha_model_input,f46,2.053748846054077
alpha_model_input,f47,2.053748846054077
alpha_model_input,f48,2.053748846054077
alpha_model_input,f49,-0.007956196554005146
alpha_model_input,f50,0.0
alpha_model_input,f51,-47.430423736572266
alpha_model_input,f52,0.0
alpha_model_input,f53,0.06797400116920471
alpha_model_input,f54,0.03702780604362488
alpha_model_input,f55,0.5944679975509644
alpha_model_input,f56,-0.9360131621360779
alpha_model_input,f57,0.0383005253970623
alpha_model_input,f58,1.4477354288101196
alpha_model_input,f59,-2.053748846054077
alpha_model_input,f60,-2.053748846054077
alpha_model_input,f61,-2.053748846054077
alpha_model_input,f62,-2.053748846054077
alpha_model_input,f63,2.053748846054077
alpha_model_input,f64,2.053748846054077
alpha_model_input,f65,2.053748846054077
alpha_model_input,f66,2.053748846054077
alpha_model_input,f67,2.053748846054077
alpha_model_input,f68,-2.053748846054077
alpha_model_input,f69,2.053748846054077
alpha_model_input,f70,2.053748846054077
alpha_model_input,f71,2.053748846054077
alpha_model_input,f72,-1.814129114151001
alpha_model_input,f73,-1.359411358833313
alpha_model_input,f74,-7.487833499908447e-07
alpha_model_input,f75,-0.00013543292880058289
alpha_model_input,f76,-0.2767002582550049
alpha_model_input,f77,1.0030041933059692
alpha_model_input,f78,0.03334647789597511
alpha_model_input,f79,0.025621430948376656
alpha_model_input,f80,1.2742232084274292
alpha_model_input,f81,0.1880265772342682
alpha_model_input,f82,-2.053748846054077
alpha_model_input,f83,0.0001344306074315682
alpha_model_input,f84,0.0908714309334755
alpha_model_input,f85,-0.37767162919044495
alpha_model_input,f86,1.3628543615341187
alpha_model_input,f87,-0.9881044626235962
alpha_model_input,f88,0.031294338405132294
alpha_model_input,f89,-0.02540595829486847
alpha_model_input,f90,-0.14586907625198364
alpha_model_input,f91,-0.007004025392234325
alpha_model_input,f92,0.7529495358467102
alpha_model_input,f93,0.001354502746835351
alpha_model_input,f94,0.000549616408534348
alpha_model_input,f95,-0.008152113296091557
alpha_model_input,f96,-0.0028152172453701496
alpha_model_input,f97,2.053748846054077
alpha_model_input,f98,2.053748846054077
alpha_model_input,f99,0.007594595663249493
alpha_model_input,f100,0.007207181304693222
alpha_model_input,f101,-0.9600059390068054
alpha_model_input,f102,-0.396551251411438
alpha_model_input,f103,0.0
alpha_model_input,f104,-0.019689250737428665
alpha_model_input,f105,0.040284425020217896
alpha_model_input,f106,0.023696642369031906
alpha_model_input,f107,-0.0002536557731218636
alpha_model_input,f108,0.1540284901857376
alpha_model_input,f109,-0.0018873198423534632
alpha_model_input,f110,0.9924230575561523
alpha_model_input,f111,0.4281012713909149
alpha_model_input,f112,-2.053748846054077
alpha_model_input,f113,0.013681961223483086
alpha_model_input,f114,0.0028646965511143208
alpha_model_input,f115,-0.06157436966896057
alpha_model_input,f116,-0.14586907625198364
alpha_model_input,f117,-0.9020535349845886
alpha_model_input,f118,-1.8746289014816284
