feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
bars_since_ema20_ema50_cross_log_norm,regime,bars_since_ema20_ema50_cross_log_norm,trend,0,0,0,False,False,False
dist_ema20_atr,location,dist_ema20_atr,context,72,103,0,True,True,False
bars_outside_ema20_atr_band_log_norm,regime,bars_outside_ema20_atr_band_log_norm,volatility,0,0,0,False,False,False
dist_ema50_atr,location,dist_ema50_atr,context,85,108,0,True,True,False
up_down_semivol_ratio_tanh,regime,up_down_semivol_ratio_tanh,path_structure,233,392,0,True,True,False
dist_ema200_atr,location,dist_ema200_atr,context,151,164,0,True,True,False
up_down_return_mass_ratio_tanh,regime,up_down_return_mass_ratio_tanh,path_structure,134,154,0,True,True,False
dist_vwap_atr,location,dist_vwap_atr,context,60,81,0,True,True,False
tail_asymmetry_q90_q10_atr_norm,regime,tail_asymmetry_q90_q10_atr_norm,path_structure,109,105,0,True,True,False
dist_weekly_vwap,location,dist_weekly_vwap,context,101,163,0,True,True,False
amihud_illiq,regime,amihud_illiq,liquidity,147,91,0,True,True,False
dist_prior_day_high,location,dist_prior_day_high,context,350,879,0,True,True,False
amihud_z,regime,amihud_z,liquidity,30,72,0,True,True,False
dist_prior_day_low,location,dist_prior_day_low,context,160,283,0,True,True,False
atr_compression_ratio,regime,atr_compression_ratio,volatility_term_structure,140,192,0,True,True,False
dist_rolling_7d_high,location,dist_rolling_7d_high,context,319,754,0,True,True,False
atr_percentile,regime,atr_percentile,compression,279,396,0,True,True,False
dist_local_swing,location,dist_local_swing,context,90,69,0,True,True,False
bollinger_band_width,regime,bollinger_band_width,compression,113,116,0,True,True,False
dist_range_mid_atr,location,dist_range_mid_atr,context,85,86,0,True,True,False
choppiness_index_20,regime,choppiness_index_20,path_structure,110,127,0,True,True,False
dist_ma100_atr,location,dist_ma100_atr,context,160,273,0,True,True,False
coherence_24,regime,coherence_24,path_structure,0,0,0,False,False,False
distance_to_ema,location,distance_to_ema,context,74,110,0,True,True,False
compression_ratio,regime,compression_ratio,volatility_term_structure,132,176,0,True,True,False
pullback_depth,location,pullback_depth,context,81,86,0,True,True,False
compression_score,regime,compression_score,volatility_term_structure,138,175,0,True,True,False
zscore_price_50,location,zscore_price_50,context,189,343,0,True,True,False
direction_entropy_20,regime,direction_entropy_20,path_structure,329,387,0,True,True,False
zscore_price_200,location,zscore_price_200,context,302,416,0,True,True,False
dist_ema_fast,regime,dist_ema_fast,trend,121,119,0,True,True,False
loc_ema_stack_pos_24,location,loc_ema_stack_pos_24,trend,50,32,0,True,True,False
efficiency_ratio_20,regime,efficiency_ratio_20,path_structure,114,100,0,True,True,False
loc_ema_stack_pos_48,location,loc_ema_stack_pos_48,trend,53,56,0,True,True,False
ema20_slope_5h,regime,ema20_slope_5h,trend,57,64,0,True,True,False
loc_vwap_dev_z_24,location,loc_vwap_dev_z_24,liquidity,58,60,0,True,True,False
ema50_slope,regime,ema50_slope,trend,164,319,0,True,True,False
loc_vwap_dev_z_48,location,loc_vwap_dev_z_48,liquidity,83,76,0,True,True,False
ema_slope_norm,regime,ema_slope_norm,trend,70,63,0,True,True,False
loc_range_pos_24,location,loc_range_pos_24,context,53,83,0,True,True,False
path_efficiency_24,regime,path_efficiency_24,path_structure,36,64,0,True,True,False
loc_range_pos_48,location,loc_range_pos_48,context,81,92,0,True,True,False
prior_range,regime,prior_range,context,138,162,0,True,True,False
loc_prior_bar_pos_24,location,loc_prior_bar_pos_24,context,162,298,0,True,True,False
prior_volatility,regime,prior_volatility,context,173,196,0,True,True,False
loc_prior_bar_pos_48,location,loc_prior_bar_pos_48,context,155,281,0,True,True,False
range_24h_pct,regime,range_24h_pct,compression,174,348,0,True,True,False
loc_swing_range_pos_24,location,loc_swing_range_pos_24,context,85,85,0,True,True,False
range_expansion_ratio,regime,range_expansion_ratio,volatility_term_structure,173,280,0,True,True,False
loc_swing_range_pos_48,location,loc_swing_range_pos_48,context,91,74,0,True,True,False
realized_volatility_24h,regime,realized_volatility_24h,volatility,237,341,0,True,True,False
loc_session_pos_24,location,loc_session_pos_24,context,52,55,0,True,True,False
return_autocorr_48,regime,return_autocorr_48,momentum,217,296,0,True,True,False
loc_session_pos_48,location,loc_session_pos_48,context,49,47,0,True,True,False
