layer,feature,value
alpha_model_input,p_exh_lag1,0.0
alpha_model_input,G_VOL,1.0
alpha_model_input,tail_asymmetry_q90_q10_atr_norm_G_VOL_0,-0.0
alpha_model_input,tail_asymmetry_q90_q10_atr_norm_G_VOL_1,-0.784366250038147
alpha_model_input,ret1h_G_VOL_0,0.0
alpha_model_input,ret1h_G_VOL_1,0.0
alpha_model_input,G_EXH_EFFORT,-2.053748846054077
alpha_model_input,G_EXH_GIVEBACK,1.0
alpha_model_input,G_EXH_TAIL_FAIL,2.053748846054077
alpha_model_input,G_TF_TREND,0.2096882164478302
alpha_model_input,accel_5h,0.4836249053478241
alpha_model_input,adx_10,2.053748846054077
alpha_model_input,adx_10_gt25,1.0
alpha_model_input,adx_10_slope,-0.538123369216919
alpha_model_input,adx_14,2.053748846054077
alpha_model_input,adx_14_gt25,1.0
alpha_model_input,adx_14_slope,-0.7100862860679626
alpha_model_input,adx_7,2.053748846054077
alpha_model_input,adx_7_gt25,1.0
alpha_model_input,adx_7_slope,-0.34224939346313477
alpha_model_input,adx_di_minus_10,2.053748846054077
alpha_model_input,adx_di_minus_14,2.053748846054077
alpha_model_input,adx_di_minus_7,2.053748846054077
alpha_model_input,adx_di_plus_10,2.053748846054077
alpha_model_input,adx_di_plus_14,2.053748846054077
alpha_model_input,adx_di_plus_7,1.9353373050689697
alpha_model_input,align,-1.0
alpha_model_input,asym_ft,-2.053748846054077
alpha_model_input,atr_change_rate,0.0
alpha_model_input,atr_compression_ratio,1.324157953262329
alpha_model_input,atr_expansion,-1.0771780014038086
alpha_model_input,atr_pct_base,0.37588369846343994
alpha_model_input,atr_pct_change,0.0
alpha_model_input,atr_percentile,0.24347656965255737
alpha_model_input,atr_slope,-0.24951133131980896
alpha_model_input,bars_in_high_vol_state_log_norm,2.053748846054077
alpha_model_input,bars_outside_ema20_atr_band_log_norm,0.0
alpha_model_input,bars_since_ema20_ema50_cross_log_norm,0.0
alpha_model_input,basis,0.0
alpha_model_input,basis_adjusted_trend_10h,-0.29950419068336487
alpha_model_input,basis_adjusted_trend_5h,-0.27108117938041687
alpha_model_input,basis_funding_div,0.0
alpha_model_input,basis_funding_div_2h,0.0
alpha_model_input,basis_funding_div_4h,0.0
alpha_model_input,basis_funding_div_8h,0.0
alpha_model_input,basis_mom_2h,0.0
alpha_model_input,basis_mom_8h,0.0
alpha_model_input,basis_mom_w,0.0
alpha_model_input,basis_stretch,0.0
alpha_model_input,basis_up_agree,0.0
alpha_model_input,basis_vol,0.0
alpha_model_input,bb_pos_12,-0.7189505100250244
alpha_model_input,bb_pos_24,-0.8225157856941223
alpha_model_input,body_pct,-1.5161947011947632
alpha_model_input,body_ratio,-0.8488595485687256
alpha_model_input,body_ratio_15m,0.30039381980895996
alpha_model_input,bollinger_band_width,-0.016418682411313057
alpha_model_input,breakout_24h,-58.41950225830078
alpha_model_input,breakout_confirmed,-0.0
alpha_model_input,breakout_min,0.0
alpha_model_input,breakout_soft,-0.01000955794006586
alpha_model_input,breakout_t,-0.8598982095718384
alpha_model_input,carry_adj_ret_10h,-0.2996540665626526
alpha_model_input,carry_adj_ret_5h,-0.2711561322212219
alpha_model_input,carry_adj_short_ret_10h,0.2996540665626526
alpha_model_input,carry_adj_short_ret_5h,0.2711561322212219
alpha_model_input,churn,-1.4684447050094604
alpha_model_input,climax,0.010137470439076424
alpha_model_input,climax_decay,2.053748846054077
alpha_model_input,climax_range_12,-0.4137493371963501
alpha_model_input,climax_range_24,-0.42527392506599426
alpha_model_input,climax_vol_12,-0.33715900778770447
alpha_model_input,climax_vol_24,-0.35966312885284424
alpha_model_input,clv,2.053748846054077
alpha_model_input,clv_collapse,2.053748846054077
alpha_model_input,clv_mean_2,2.053748846054077
alpha_model_input,clv_mean_24,2.053748846054077
alpha_model_input,clv_mean_4,2.053748846054077
alpha_model_input,clv_pullback,-1.163832187652588
alpha_model_input,clv_t,-1.0480024814605713
alpha_model_input,coh,2.053748846054077
alpha_model_input,comp_to_exp,2.053748846054077
alpha_model_input,compression_ratio,1.324157953262329
alpha_model_input,compression_score,-0.89250648021698
alpha_model_input,convexity_bis_t,0.0005459338426589966
alpha_model_input,convexity_t,4.37907874584198e-05
alpha_model_input,convexity_z_t,-0.15001626312732697
alpha_model_input,cumulative_delta_stall,-0.39340105652809143
alpha_model_input,decel_4,0.7255970239639282
alpha_model_input,decel_8,0.06795509904623032
alpha_model_input,delta_stall_6,-0.5705751180648804
alpha_model_input,dip_velocity,-0.38184860348701477
alpha_model_input,dip_volume_profile,-0.24341709911823273
alpha_model_input,dir_path_edge_2h,-0.0007465900271199644
alpha_model_input,dir_path_long_2h,0.0065476372838020325
alpha_model_input,dir_path_risk_long_2h,0.4025089144706726
alpha_model_input,dir_path_risk_short_2h,-0.12635165452957153
alpha_model_input,dir_path_risk_skew_2h,0.9999999403953552
alpha_model_input,dir_path_short_2h,0.11496949195861816
alpha_model_input,dist_ema200_atr,0.015038183890283108
alpha_model_input,dist_ema20_atr,-0.24919870495796204
alpha_model_input,dist_ema50_atr,0.0034476497676223516
alpha_model_input,dist_ema_fast,-0.9893004894256592
alpha_model_input,dist_ema_fast_base,-0.0012011200888082385
alpha_model_input,dist_ema_slow_base,-0.0010909873526543379
alpha_model_input,dist_from_high_120h,-0.013427454978227615
alpha_model_input,dist_from_high_48h,-0.013427454978227615
alpha_model_input,dist_from_high_event_12h,2.053748846054077
alpha_model_input,dist_from_high_vol,2.053748846054077
alpha_model_input,dist_from_low_event_12h,-0.9904311299324036
alpha_model_input,dist_from_low_vol,-0.3344614803791046
alpha_model_input,dist_local_swing,0.0003000013530254364
alpha_model_input,dist_ma100_atr,0.01731477491557598
alpha_model_input,dist_prior_day_high,0.13939397037029266
alpha_model_input,dist_prior_day_low,0.45454543828964233
alpha_model_input,dist_range_mid_atr,0.002603689208626747
alpha_model_input,dist_rolling_7d_high,0.13939397037029266
alpha_model_input,dist_stack,-0.0018801202531903982
alpha_model_input,dist_vwap_12_atr,-0.16697169840335846
alpha_model_input,dist_vwap_24_atr,-0.7498871684074402
alpha_model_input,dist_vwap_96_atr,1.6607540845870972
alpha_model_input,dist_vwap_atr,-0.035172440111637115
alpha_model_input,dist_vwap_norm,-0.0023038762155920267
alpha_model_input,dist_weekly_vwap,0.03870721161365509
alpha_model_input,distance_to_ema,-0.24919870495796204
alpha_model_input,dn_vol,0.6998472809791565
alpha_model_input,dn_vol_6,-0.16598276793956757
alpha_model_input,donch_dist_120,0.0
alpha_model_input,donch_dist_48,0.0
alpha_model_input,donch_dist_72,0.0
alpha_model_input,down_up_vol_ratio_24,-0.2682413160800934
alpha_model_input,draw_extreme_10h,54.7554931640625
alpha_model_input,draw_sym_10h,54.7554931640625
alpha_model_input,ema20_slope_5h,-0.4004862308502197
alpha_model_input,ema_slope_norm,-0.4004862308502197
alpha_model_input,evr_6,2.053748846054077
alpha_model_input,evr_slope,-1.2443995475769043
alpha_model_input,excess_12h,0.2713685929775238
alpha_model_input,excess_coh,2.053748846054077
alpha_model_input,exh_qual,-2.053748846054077
alpha_model_input,ext_atrExp,-0.07891473919153214
alpha_model_input,ext_excess,0.0
alpha_model_input,ffd_accel_06,-7.031671702861786e-05
alpha_model_input,ffd_atr_expansion_06,-1.2254338264465332
alpha_model_input,ffd_d1_05,0.0002688877284526825
alpha_model_input,ffd_d4_05,0.0013710707426071167
alpha_model_input,ffd_diff_1_04,0.00028079934418201447
alpha_model_input,ffd_diff_1_05,0.0002688877284526825
alpha_model_input,ffd_diff_1_06,0.00028079934418201447
alpha_model_input,ffd_diff_2_04,0.0006319154053926468
alpha_model_input,ffd_diff_2_05,0.0005936846137046814
