layer,feature,value
meta_model_input,pred_dist_rolling_7d_high_0_13977644_mkt_ret_eq_24h_-0_56630391_rolling_range_20_-0_40672407_H10,0.6805292565328234
meta_model_input,pred_H10,0.6805292565328234
meta_model_input,pred_logit_H10,0.7562051139860282
meta_model_input,pred_logit,0.7562051139860282
meta_model_input,G_LIQ_EXCEL,0.0
meta_model_input,G_LIQ_GOOD,0.0
meta_model_input,G_LIQ_GREAT,0.0
meta_model_input,G_MR_SPIKE,0.0002849603770300746
meta_model_input,G_VOL_LIQ_GT1,0.0
meta_model_input,G_VOL_LIQ_GT2,0.0
meta_model_input,G_VOL_LIQ_GT3,0.0
meta_model_input,a_funding_proxy,-0.11408117413520813
meta_model_input,adx_zscore,2.053748846054077
meta_model_input,ambig,0.0009072571992874146
meta_model_input,amihud_illiq,-2.053748846054077
meta_model_input,amihud_z,0.0
meta_model_input,asset_atr_level,2.053748846054077
meta_model_input,asset_funding_rate_abs_mean_7d,2.3617792521690717e-06
meta_model_input,asset_funding_rate_mean_15d,1.1021636510122335e-06
meta_model_input,asset_funding_rate_mean_3d,5.510818482434843e-06
meta_model_input,asset_funding_rate_mean_7d,2.3617792521690717e-06
meta_model_input,asset_funding_trend_alignment,0.4932202696800232
meta_model_input,asset_funding_z,-0.13871978223323822
meta_model_input,asset_minus_universe_median_ret_24h,-0.4728991389274597
meta_model_input,asset_minus_universe_median_ret_48h,-0.42095983028411865
meta_model_input,asset_minus_universe_median_ret_4h,-0.3198535144329071
meta_model_input,asset_mom_minus_basket_mom_24h,-2.053748846054077
meta_model_input,asset_mom_minus_basket_mom_4h,-2.053748846054077
meta_model_input,asset_ret_vs_btc_24h,-0.5007208585739136
meta_model_input,asset_ret_vs_btc_48h,-0.44741857051849365
meta_model_input,asset_ret_vs_btc_4h,-2.053748846054077
meta_model_input,asset_ret_vs_universe_24h,-0.4728991389274597
meta_model_input,asset_ret_vs_universe_48h,-0.42095983028411865
meta_model_input,asset_ret_vs_universe_4h,-0.3198535144329071
meta_model_input,asset_vol_level,-1.6108715534210205
meta_model_input,asym_ft,-2.053748846054077
meta_model_input,asym_ratio,-1.5261083841323853
meta_model_input,atr_change_rate_ts_continuous,-0.07135915756225586
meta_model_input,atr_pct_change,0.0
meta_model_input,avg_pair_corr_24h,0.29104310274124146
meta_model_input,base_model_abs_error_roll20,0.0
meta_model_input,base_model_margin,0.18052925653282337
meta_model_input,base_model_score,0.6805292565328234
meta_model_input,base_model_score_pct,0.5
meta_model_input,basis_fund_div_z,0.13871978223323822
meta_model_input,basis_mom_4h,0.0
meta_model_input,basis_pct,0.0
meta_model_input,basis_pct_z,0.0
meta_model_input,be_vol_units,-0.7420587539672852
meta_model_input,beta_24h,-2.053748846054077
meta_model_input,beta_adj_resid_ret_24h,-1.3402888774871826
meta_model_input,btc_ret_24h_pct,1.3204509019851685
meta_model_input,btc_ret_48h_pct,1.3857922554016113
meta_model_input,btc_ret_4h_pct,1.4402706623077393
meta_model_input,btc_rv_ratio_1h24h_pct,-1.3786193132400513
meta_model_input,btc_rv_ratio_4h24h_pct,-1.3780759572982788
meta_model_input,chop_score,1.0
meta_model_input,choppiness_index_20,-0.24883481860160828
meta_model_input,coherence_24,2.053748846054077
meta_model_input,complexity_regime_24h,0.23002059757709503
meta_model_input,compression_score,-0.18238185346126556
meta_model_input,corr_concentration_24h,-0.12753649055957794
meta_model_input,cs_dispersion_ret_24h,1.2649579048156738
meta_model_input,cs_dispersion_ret_4h,1.3470567464828491
meta_model_input,cs_rank_ret_24h,0.006097560748457909
meta_model_input,cs_ret_dispersion_24h_pct,1.0508464574813843
meta_model_input,cs_ret_dispersion_4h_pct,1.6706182956695557
meta_model_input,cusum_high,0.0
meta_model_input,cusum_strength_norm,0.023142391815781593
meta_model_input,cvar_5pct,-2.053748846054077
meta_model_input,direction_entropy_20,-0.2763788402080536
meta_model_input,dlog_vol_5h,0.11284086108207703
meta_model_input,down_up_vol_ratio_24,-0.2157830148935318
meta_model_input,downside_semivariance_24,1.6748022062529344e-06
meta_model_input,draw_sym_10h,-1.0021111762625878e-07
meta_model_input,dv_z,0.0
meta_model_input,efficiency,0.7790041565895081
meta_model_input,efficiency_ratio_20,-0.36565542221069336
meta_model_input,ema20_gt_ema50,0.0
meta_model_input,ema50_ema200_spread_atr,-1.8648849725723267
meta_model_input,ema50_ema200_spread_continuous,-2.053748846054077
meta_model_input,ema50_gt_ema200,0.0
meta_model_input,ema50_slope,-0.9878764152526855
meta_model_input,entropy_jump_24h,1.8251043558120728
meta_model_input,eth_rv_ratio_1h24h_pct,-1.3566004037857056
meta_model_input,eth_rv_ratio_4h24h_pct,-1.341806173324585
meta_model_input,evr6_x_volz,-0.1817522943019867
meta_model_input,ffd_amihud_04,-0.0008434793562628329
meta_model_input,ffd_amihud_06,-0.0008434793562628329
meta_model_input,ffd_cvar_5pct_06,-2.053748846054077
meta_model_input,ffd_donch_dist_04_48,0.0
meta_model_input,ffd_donch_dist_06_48,0.0
meta_model_input,ffd_mr_z_06,0.5528312921524048
meta_model_input,ffd_vol_range_shock_04,-0.22374330461025238
meta_model_input,ffd_vol_range_shock_06,-0.22374330461025238
meta_model_input,fund_abs_z,0.13871978223323822
meta_model_input,fund_abs_z_14d,0.13871978223323822
meta_model_input,fund_abs_z_x_ret24h_sign,-0.19868454337120056
meta_model_input,fund_abs_z_x_rv_24h,-0.0016029539983719587
meta_model_input,fund_carry_24h,0.33143723011016846
meta_model_input,fund_countdown_pressure,0.034679945558309555
meta_model_input,fund_extreme_duration_24h,0.6884616017341614
meta_model_input,fund_flip_x_vol_expansion_10h,0.0
meta_model_input,fund_flip_x_vol_expansion_5h,0.0
meta_model_input,fund_high_neg_mom_10h,0.0
meta_model_input,fund_high_neg_mom_5h,0.0
meta_model_input,fund_hours_since_last,2.0
meta_model_input,fund_hours_to_next,6.0
meta_model_input,fund_mom_24h,-2.053748846054077
meta_model_input,fund_mom_8h,-0.00016928462719079107
meta_model_input,fund_next_event_proximity_10h,0.3999999761581421
meta_model_input,fund_next_event_proximity_5h,0.0
meta_model_input,fund_payment_pressure_10h,0.05548790842294693
meta_model_input,fund_payment_pressure_5h,0.0
meta_model_input,fund_post_reversal_10h,1.0
meta_model_input,fund_post_reversal_5h,1.0
meta_model_input,fund_pre_drift_10h,-1.0
meta_model_input,fund_pre_drift_5h,-0.0
meta_model_input,fund_rank_30d,0.9819444417953491
meta_model_input,fund_rate,6.056502144247133e-08
meta_model_input,fund_rate_ffill,6.056502144247133e-08
meta_model_input,fund_rate_mom_24h,-5.090948104858398
meta_model_input,fund_rate_mom_8h,-0.00016928462719079107
meta_model_input,fund_rate_z_14d,-0.13871978223323822
meta_model_input,fund_ret_cond_sign_10h,-1.0
meta_model_input,fund_ret_cond_sign_5h,-1.0
meta_model_input,fund_sign_persistence_24h,1.0
meta_model_input,fund_sign_persistence_3,1.0
meta_model_input,fund_z_x_trend_strength,-0.4586903154850006
meta_model_input,funding_abs_z,0.0
meta_model_input,funding_crowded_mom_exhaustion_10h,6.0
meta_model_input,funding_crowded_mom_exhaustion_5h,3.3003764152526855
meta_model_input,funding_mom_2h,0.0
meta_model_input,funding_mom_4h,0.0
meta_model_input,funding_mom_8h,0.0
meta_model_input,funding_mom_w,0.0
meta_model_input,funding_persistence,0.1369047611951828
meta_model_input,funding_proxy,-0.11408117413520813
meta_model_input,funding_rate,6.056502144247133e-08
meta_model_input,funding_rate_cross_asset_dispersion,1.4911129474639893
meta_model_input,funding_z,0.0
meta_model_input,giveback_vol_units,-0.6991197466850281
meta_model_input,grind_score,2.053748846054077
meta_model_input,higher_highs_count_48h,2.053748846054077
meta_model_input,hour_vol_ratio,-0.2448980212211609
meta_model_input,hurst_proxy_x_regime_trend_48h,-1.8618000745773315
meta_model_input,impact_z,2.053748846054077
meta_model_input,index_price,0.008609999902546406
meta_model_input,is_high_vol_regime,0.0
meta_model_input,is_low_vol_regime,1.0
meta_model_input,kf_atr_mean,1.214376449584961
meta_model_input,kf_innov_var,-1.006780982017517
meta_model_input,kf_ret1h_mean,-2.053748846054077
meta_model_input,kf_score_mean,-1.1936925649642944
meta_model_input,kf_score_rm24_mean,-1.2203218936920166
meta_model_input,kf_snr_est,0.0
meta_model_input,kf_state_uncertainty,-1.004052996635437
meta_model_input,kf_vol_ratio_mean,0.0
meta_model_input,leverage_build,0.0
meta_model_input,liq_buffer_atr,69.83917999267578
meta_model_input,liq_buffer_long_mark_frac,0.31879475712776184
meta_model_input,liq_buffer_short_mark_frac,0.331871896982193
meta_model_input,liq_low,0.0
meta_model_input,liq_regime,0.0
meta_model_input,liq_score,-2.053748846054077
meta_model_input,liq_state,0.0
meta_model_input,liq_stop_safety_long_atr,65.435546875
meta_model_input,liq_stop_safety_short_atr,68.24281311035156
meta_model_input,liquidity_ratio,0.0
meta_model_input,mark_gap_vol_10h,0.005145936273038387
meta_model_input,mark_gap_vol_5h,0.002307677175849676
meta_model_input,mark_price,0.00852390006184578
meta_model_input,mark_trigger_risk_10h,3.5503265857696533
meta_model_input,mark_trigger_risk_5h,3.5503265857696533
meta_model_input,market_breadth_24h,0.6666666865348816
meta_model_input,market_breadth_4h,0.32926830649375916
meta_model_input,market_dispersion_24h,0.794411301612854
meta_model_input,market_dispersion_4h,1.589526653289795
meta_model_input,median_rvol_z,-1.212464690208435
meta_model_input,median_spread_bps,0.0
meta_model_input,median_volume_z,-1.4446489810943604
meta_model_input,meta_abs_net_x_drawext,5.046725704005439e-08
meta_model_input,meta_abs_net_x_vov_ratio,-0.24443577229976654
meta_model_input,meta_alignment,-1.0
meta_model_input,mkt_ret_eq_24h,1.8383409976959229
meta_model_input,mkt_rv_ratio,-0.6541563868522644
meta_model_input,move_magnitude_z,1.1933974027633667
meta_model_input,mtf_divergence_x_regime_vol_12h,-0.8242282867431641
meta_model_input,ob_abs_flow_vs_book_l20_z_24h,0.0
meta_model_input,ob_available,0.0
meta_model_input,ob_depth_decay_asym_l20_z_7d,0.0
meta_model_input,ob_depth_ratio_l1_l20,1.0
meta_model_input,ob_depth_to_qv_z_x_rvol_z,-0.0
meta_model_input,ob_depth_usd_l20_z,0.0
meta_model_input,ob_mid_close_dislocation_bps_z_24h,0.0
meta_model_input,ob_notional_to_depth_l20_z_24h,0.0
meta_model_input,ob_spread_bps_z_24h,0.0
meta_model_input,ob_spread_bps_z_7d,0.0
meta_model_input,ob_spread_z_24h,0.0
meta_model_input,ob_spread_z_x_rv_24h,-0.0
meta_model_input,ob_top_liquidity_to_qv_24h,0.0
meta_model_input,ob_trade_size_to_l1_depth_z_24h,0.0
meta_model_input,p_cusum_high,0.0
meta_model_input,p_liq_low,0.0
meta_model_input,p_vol_high,0.18677790462970734
meta_model_input,path_efficiency_24,0.0
meta_model_input,pct_assets_above_ema_fast,-0.07189321517944336
meta_model_input,pct_assets_above_vwap,1.3303712606430054
meta_model_input,pct_assets_high_rvol,0.18705596029758453
meta_model_input,pct_assets_up_1h,0.5183899402618408
meta_model_input,pct_assets_up_24h,1.4504992961883545
meta_model_input,pct_assets_up_4h,1.4978059530258179
meta_model_input,pct_assets_wide_spread,0.0
meta_model_input,perm_entropy_ret_12,-2.053748846054077
meta_model_input,perm_entropy_ret_24,0.9039387702941895
meta_model_input,pers_24,0.0416666679084301
meta_model_input,persistent_neg_funding_failed_breakdown_10h,0.0
meta_model_input,persistent_neg_funding_failed_breakdown_5h,0.0
meta_model_input,persistent_pos_funding_failed_breakout_10h,0.0
meta_model_input,persistent_pos_funding_failed_breakout_5h,0.0
meta_model_input,pl_vol_units,-0.7319551110267639
meta_model_input,predicted_vol_6h,-0.27566951513290405
meta_model_input,premium_expansion_speed_10h,0.0
meta_model_input,premium_expansion_speed_5h,0.0
meta_model_input,premium_index,-0.009999999776482582
meta_model_input,premium_mean_reversion_halflife_24h,0.0
meta_model_input,price_lt_ema200,1.0
meta_model_input,prior_volatility,0.33561447262763977
meta_model_input,prob_error,0.0
meta_model_input,prog_eff_24,0.0037491298280656338
meta_model_input,realized_volatility_24h,2.053748846054077
meta_model_input,recent_base_internal_disagreement_range_max_15d,0.0
meta_model_input,recent_base_internal_disagreement_range_max_3d,0.0
meta_model_input,recent_base_internal_disagreement_range_max_7d,0.0
meta_model_input,recent_base_internal_disagreement_range_mean_15d,0.0
meta_model_input,recent_base_internal_disagreement_range_mean_3d,0.0
meta_model_input,recent_base_internal_disagreement_range_mean_7d,0.0
meta_model_input,recent_base_internal_disagreement_std_max_15d,0.0
meta_model_input,recent_base_internal_disagreement_std_max_3d,0.0
meta_model_input,recent_base_internal_disagreement_std_max_7d,0.0
meta_model_input,recent_base_internal_disagreement_std_mean_15d,0.0
meta_model_input,recent_base_internal_disagreement_std_mean_3d,0.0
