feature,row_type,mi_proxy_full,mi_mean_cv,mi_cv,hsic,pearson_corr,r2,tv_var_mi_proxy_full,tv_var_mi_mean_cv,tv_var_mi_cv,tv_var_hsic,tv_var_pearson_corr,tv_var_r2,n_features,mi_mean_avg,mi_mean_median,r2_mean,r2_median,n_high_mi,n_high_r2,hsic_mean,hsic_median,best_mi_feature_value,best_mi_feature,best_r2_feature_value,best_r2_feature,best_hsic_feature_value,best_hsic_feature,model_i,model_j,rep_feature_i,rep_feature_j,mi_proxy,mi_forward,mi_backward
ml_momentum_persistence_specialist_probability,feature,0.00034634847038894634,0.0010818078404813748,0.651945733613969,0.5936186965206078,0.0011626179740020224,1.3516805534725673e-06,0.00034634847038894634,0.0010818078404813748,0.651945733613969,0.5936186965206078,0.0011626179740020224,1.3516805534725673e-06,,,,,,,,,,,,,,,,,,,,,,
macro_trend_score_continuous,feature,0.005576066678763425,0.009819539422498557,0.47710444759560905,0.4116189755710407,0.00046453244632941573,2.157903936927915e-07,0.005576066678763425,0.009819539422498557,0.47710444759560905,0.4116189755710407,0.00046453244632941573,2.157903936927915e-07,,,,,,,,,,,,,,,,,,,,,,
vol_force_breakout,feature,0.005630825514030491,0.004396430683681096,1.609500142742811,0.005473228857747066,-0.0002152662501847363,4.633955846859748e-08,0.005630825514030491,0.004396430683681096,1.609500142742811,0.005473228857747066,-0.0002152662501847363,4.633955846859748e-08,,,,,,,,,,,,,,,,,,,,,,
vol_force_volatility,feature,0.002923031892668959,0.0048603389894442016,1.4288640225904283,0.004887358614054253,-0.00017795679056293695,3.166861930746101e-08,0.002923031892668959,0.0048603389894442016,1.4288640225904283,0.004887358614054253,-0.00017795679056293695,3.166861930746101e-08,,,,,,,,,,,,,,,,,,,,,,
vol_force_trend,feature,0.0,0.003984059519850902,1.813711088928553,0.0050814397850293775,8.441824995216478e-05,7.126440924986169e-09,0.0,0.003984059519850902,1.813711088928553,0.0050814397850293775,8.441824995216478e-05,7.126440924986169e-09,,,,,,,,,,,,,,,,,,,,,,
smc_predicted,feature,0.0,0.004666608658805238,1.493422448366511,0.006890401450995789,2.7448147170974225e-05,7.534007831194604e-10,0.0,0.004666608658805238,1.493422448366511,0.006890401450995789,2.7448147170974225e-05,7.534007831194604e-10,,,,,,,,,,,,,,,,,,,,,,
liquidity_score,feature,0.0,0.0003863280534652347,1.3710947183682471,1.0,-0.0026430573059300247,6.98575192243008e-06,0.0,0.0003863280534652347,1.3710947183682471,1.0,-0.0026430573059300247,6.98575192243008e-06,,,,,,,,,,,,,,,,,,,,,,
microstructure_score,feature,0.0016624212512041936,0.0034035508456440764,0.5411977698473727,0.45436710375874445,-0.0004603646960188684,2.119356533405451e-07,0.0016624212512041936,0.0034035508456440764,0.5411977698473727,0.45436710375874445,-0.0004603646960188684,2.119356533405451e-07,,,,,,,,,,,,,,,,,,,,,,
spectral_score,feature,0.001550064353775582,0.0029707702059614148,0.5391394095582602,0.49434588281890857,-0.0005810027450536794,3.375641897599108e-07,0.001550064353775582,0.0029707702059614148,0.5391394095582602,0.49434588281890857,-0.0005810027450536794,3.375641897599108e-07,,,,,,,,,,,,,,,,,,,,,,
candlestick_score,feature,0.0016167399293429696,0.0036055724779018306,0.4881403842118025,0.4580677509430422,-0.00016913139301600493,2.860542810353432e-08,0.0016167399293429696,0.0036055724779018306,0.4881403842118025,0.4580677509430422,-0.00016913139301600493,2.860542810353432e-08,,,,,,,,,,,,,,,,,,,,,,
path_risk_score,feature,0.0,0.004244522932584971,1.6832744014234686,0.0008485385598043943,-9.442856684029712e-06,8.916754235512462e-11,0.0,0.004244522932584971,1.6832744014234686,0.0008485385598043943,-9.442856684029712e-06,8.916754235512462e-11,,,,,,,,,,,,,,,,,,,,,,
momentum,model_reliability,,,,,,,,,,,,,1.0,0.0010818078404813748,0.0010818078404813748,1.3516805534725673e-06,1.3516805534725673e-06,0.0,0.0,0.5936186965206078,0.5936186965206078,0.0010818078404813748,ml_momentum_persistence_specialist_probability,1.3516805534725673e-06,ml_momentum_persistence_specialist_probability,0.5936186965206078,ml_momentum_persistence_specialist_probability,,,,,,,
xgb_macro,model_reliability,,,,,,,,,,,,,1.0,0.009819539422498557,0.009819539422498557,2.157903936927915e-07,2.157903936927915e-07,0.0,0.0,0.4116189755710407,0.4116189755710407,0.009819539422498557,macro_trend_score_continuous,2.157903936927915e-07,macro_trend_score_continuous,0.4116189755710407,macro_trend_score_continuous,,,,,,,
volume,model_reliability,,,,,,,,,,,,,3.0,0.004413609730992066,0.004396430683681096,2.8378206233681554e-08,3.166861930746101e-08,0.0,0.0,0.005147342418943566,0.0050814397850293775,0.0048603389894442016,vol_force_volatility,4.633955846859748e-08,vol_force_breakout,0.005473228857747066,vol_force_breakout,,,,,,,
smc,model_reliability,,,,,,,,,,,,,1.0,0.004666608658805238,0.004666608658805238,7.534007831194604e-10,7.534007831194604e-10,0.0,0.0,0.006890401450995789,0.006890401450995789,0.004666608658805238,smc_predicted,7.534007831194604e-10,smc_predicted,0.006890401450995789,smc_predicted,,,,,,,
liquidity,model_reliability,,,,,,,,,,,,,1.0,0.0003863280534652347,0.0003863280534652347,6.98575192243008e-06,6.98575192243008e-06,0.0,0.0,1.0,1.0,0.0003863280534652347,liquidity_score,6.98575192243008e-06,liquidity_score,1.0,liquidity_score,,,,,,,
microstructure,model_reliability,,,,,,,,,,,,,1.0,0.0034035508456440764,0.0034035508456440764,2.119356533405451e-07,2.119356533405451e-07,0.0,0.0,0.45436710375874445,0.45436710375874445,0.0034035508456440764,microstructure_score,2.119356533405451e-07,microstructure_score,0.45436710375874445,microstructure_score,,,,,,,
spectral,model_reliability,,,,,,,,,,,,,1.0,0.0029707702059614148,0.0029707702059614148,3.375641897599108e-07,3.375641897599108e-07,0.0,0.0,0.49434588281890857,0.49434588281890857,0.0029707702059614148,spectral_score,3.375641897599108e-07,spectral_score,0.49434588281890857,spectral_score,,,,,,,
candlestick,model_reliability,,,,,,,,,,,,,1.0,0.0036055724779018306,0.0036055724779018306,2.860542810353432e-08,2.860542810353432e-08,0.0,0.0,0.4580677509430422,0.4580677509430422,0.0036055724779018306,candlestick_score,2.860542810353432e-08,candlestick_score,0.4580677509430422,candlestick_score,,,,,,,
risk,model_reliability,,,,,,,,,,,,,1.0,0.004244522932584971,0.004244522932584971,8.916754235512462e-11,8.916754235512462e-11,0.0,0.0,0.0008485385598043943,0.0008485385598043943,0.004244522932584971,path_risk_score,8.916754235512462e-11,path_risk_score,0.0008485385598043943,path_risk_score,,,,,,,
microstructure|spectral,model_pairwise,,,,,,0.2907237703666999,,,,,,,,,,,,,,,,,,,,,,microstructure,spectral,microstructure_score,spectral_score,0.5391880658607903,0.5391880658607903,0.5391880658607903
candlestick|microstructure,model_pairwise,,,,,,0.20055416469632298,,,,,,,,,,,,,,,,,,,,,,candlestick,microstructure,candlestick_score,microstructure_score,0.44783274187616406,0.44783274187616406,0.44783274187616406
liquidity|momentum,model_pairwise,,,,,,0.15365866568898523,,,,,,,,,,,,,,,,,,,,,,liquidity,momentum,liquidity_score,ml_momentum_persistence_specialist_probability,0.39199319597281945,0.39199319597281945,0.39199319597281945
smc|volume,model_pairwise,,,,,,0.1352209017977453,,,,,,,,,,,,,,,,,,,,,,smc,volume,smc_predicted,vol_force_volatility,0.36772394781649087,0.36772394781649087,0.36772394781649087
candlestick|spectral,model_pairwise,,,,,,0.07720931607357362,,,,,,,,,,,,,,,,,,,,,,candlestick,spectral,candlestick_score,spectral_score,0.27786564392449387,0.27786564392449387,0.27786564392449387
liquidity|smc,model_pairwise,,,,,,0.0692179625424725,,,,,,,,,,,,,,,,,,,,,,liquidity,smc,liquidity_score,smc_predicted,0.2630930682144106,0.2630930682144106,0.2630930682144106
risk|volume,model_pairwise,,,,,,0.06563974199616768,,,,,,,,,,,,,,,,,,,,,,risk,volume,path_risk_score,vol_force_volatility,0.2562025409635269,0.2562025409635269,0.2562025409635269
volume|xgb_macro,model_pairwise,,,,,,0.0634255383525831,,,,,,,,,,,,,,,,,,,,,,volume,xgb_macro,vol_force_volatility,macro_trend_score_continuous,0.25184427401190423,0.25184427401190423,0.25184427401190423
momentum|risk,model_pairwise,,,,,,0.0622106355657641,,,,,,,,,,,,,,,,,,,,,,momentum,risk,ml_momentum_persistence_specialist_probability,path_risk_score,0.2494205997221643,0.2494205997221643,0.2494205997221643
momentum|xgb_macro,model_pairwise,,,,,,0.06060161713149618,,,,,,,,,,,,,,,,,,,,,,momentum,xgb_macro,ml_momentum_persistence_specialist_probability,macro_trend_score_continuous,0.2461739570537391,0.2461739570537391,0.2461739570537391
liquidity|volume,model_pairwise,,,,,,0.039821381195184316,,,,,,,,,,,,,,,,,,,,,,liquidity,volume,liquidity_score,vol_force_volatility,0.19955295336121767,0.19955295336121767,0.19955295336121767
microstructure|smc,model_pairwise,,,,,,0.018719576740459615,,,,,,,,,,,,,,,,,,,,,,microstructure,smc,microstructure_score,smc_predicted,0.13681950423992778,0.13681950423992778,0.13681950423992778
