feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
oi_expansion_compression_balance_24h,regime,oi_expansion_compression_balance_24h,perp_tradeability,88,117,0,True,True,False
dist_ema20_atr,location,dist_ema20_atr,context,39,18,0,True,True,False
oiw_entry_zone_1d_atr,regime,oiw_entry_zone_1d_atr,perp_tradeability,83,106,0,True,True,False
dist_ema50_atr,location,dist_ema50_atr,context,24,21,0,True,True,False
donchian_zone_1d_atr,regime,donchian_zone_1d_atr,perp_tradeability,53,67,0,True,True,False
dist_ema200_atr,location,dist_ema200_atr,context,109,131,0,True,True,False
dist_oiw_intensity_96h_atr,regime,dist_oiw_intensity_96h_atr,perp_tradeability,104,57,0,True,True,False
oiw_pos_delta_entry_dist_1d_atr,location,oiw_pos_delta_entry_dist_1d_atr,open_interest_location,30,25,0,True,True,False
dist_oiw_z_delta_96h_atr,regime,dist_oiw_z_delta_96h_atr,perp_tradeability,112,59,0,True,True,False
oiw_intensity_entry_dist_1d_atr,location,oiw_intensity_entry_dist_1d_atr,open_interest_location,16,7,0,True,True,False
oi_expansion_compression_balance_96h,regime,oi_expansion_compression_balance_96h,perp_tradeability,68,77,0,True,True,False
oiw_z_delta_entry_dist_1d_atr,location,oiw_z_delta_entry_dist_1d_atr,open_interest_location,32,27,0,True,True,False
dist_funding_pressure_price_96h_atr,regime,dist_funding_pressure_price_96h_atr,perp_tradeability,139,75,0,True,True,False
dist_oiw_signed_delta_12h_atr,location,dist_oiw_signed_delta_12h_atr,open_interest_location,28,22,0,True,True,False
bars_since_ema20_ema50_cross_log_norm,regime,bars_since_ema20_ema50_cross_log_norm,trend,0,0,0,False,False,False
dist_oiw_abs_delta_12h_atr,location,dist_oiw_abs_delta_12h_atr,open_interest_location,95,105,0,True,True,False
bars_outside_ema20_atr_band_log_norm,regime,bars_outside_ema20_atr_band_log_norm,volatility,0,0,0,False,False,False
dist_funding_pressure_price_12h_atr,location,dist_funding_pressure_price_12h_atr,open_interest_location,139,147,0,True,True,False
up_down_semivol_ratio_tanh,regime,up_down_semivol_ratio_tanh,path_structure,178,303,0,True,True,False
oiw_pos_delta_entry_dist_7d_atr,location,oiw_pos_delta_entry_dist_7d_atr,open_interest_location,29,31,0,True,True,False
up_down_return_mass_ratio_tanh,regime,up_down_return_mass_ratio_tanh,path_structure,67,66,0,True,True,False
oiw_pos_delta_entry_dist_14d_atr,location,oiw_pos_delta_entry_dist_14d_atr,open_interest_location,79,101,0,True,True,False
amihud_illiq,regime,amihud_illiq,liquidity,113,101,0,True,True,False
oiw_intensity_entry_dist_7d_atr,location,oiw_intensity_entry_dist_7d_atr,open_interest_location,43,44,0,True,True,False
asset_atr_level_pct,regime,asset_atr_level_pct,asset_state,192,393,0,True,True,False
oiw_z_delta_entry_dist_7d_atr,location,oiw_z_delta_entry_dist_7d_atr,open_interest_location,75,96,0,True,True,False
asset_funding_rate_abs_mean_7d,regime,asset_funding_rate_abs_mean_7d,perp_tradeability,98,118,0,True,True,False
oiw_z_delta_entry_dist_14d_atr,location,oiw_z_delta_entry_dist_14d_atr,open_interest_location,125,165,0,True,True,False
asset_funding_rate_mean_15d,regime,asset_funding_rate_mean_15d,perp_tradeability,62,50,0,True,True,False
dist_prior_day_high,location,dist_prior_day_high,context,167,304,0,True,True,False
asset_funding_rate_mean_3d,regime,asset_funding_rate_mean_3d,perp_tradeability,67,62,0,True,True,False
dist_prior_day_low,location,dist_prior_day_low,context,30,22,0,True,True,False
asset_funding_rate_mean_7d,regime,asset_funding_rate_mean_7d,perp_tradeability,74,72,0,True,True,False
dist_rolling_7d_high,location,dist_rolling_7d_high,context,172,286,0,True,True,False
asset_funding_z,regime,asset_funding_z,perp_tradeability,50,41,0,True,True,False
dist_local_swing,location,dist_local_swing,context,86,87,0,True,True,False
asset_minus_mkt_oi_1d,regime,asset_minus_mkt_oi_1d,open_interest,51,48,0,True,True,False
dist_range_mid_atr,location,dist_range_mid_atr,context,42,52,0,True,True,False
asset_minus_mkt_oi_1d_peer_resid,regime,asset_minus_mkt_oi_1d_peer_resid,residual,70,52,0,True,True,False
dist_ma100_atr,location,dist_ma100_atr,context,45,34,0,True,True,False
asset_minus_mkt_oi_1d_z_90d,regime,asset_minus_mkt_oi_1d_z_90d,open_interest,35,24,0,True,True,False
distance_to_ema,location,distance_to_ema,context,48,23,0,True,True,False
asset_minus_mkt_oi_7d,regime,asset_minus_mkt_oi_7d,open_interest,40,26,0,True,True,False
pullback_depth,location,pullback_depth,context,97,118,0,True,True,False
asset_vol_level_pct,regime,asset_vol_level_pct,asset_state,60,113,0,True,True,False
zscore_price_50,location,zscore_price_50,context,58,51,0,True,True,False
atr_compression_ratio,regime,atr_compression_ratio,volatility_term_structure,77,92,0,True,True,False
zscore_price_200,location,zscore_price_200,context,170,216,0,True,True,False
atr_percentile,regime,atr_percentile,compression,80,65,0,True,True,False
loc_ema_stack_pos_24,location,loc_ema_stack_pos_24,trend,31,20,0,True,True,False
blowoff_risk_surprise,regime,blowoff_risk_surprise,residual,0,0,0,False,False,False
loc_ema_stack_pos_48,location,loc_ema_stack_pos_48,trend,44,33,0,True,True,False
bollinger_band_width,regime,bollinger_band_width,compression,46,25,0,True,True,False
loc_range_pos_24,location,loc_range_pos_24,context,48,21,0,True,True,False
chop_score_surprise,regime,chop_score_surprise,residual,0,0,0,False,False,False
loc_range_pos_48,location,loc_range_pos_48,context,68,77,0,True,True,False
choppiness_index_20,regime,choppiness_index_20,path_structure,53,42,0,True,True,False
loc_prior_bar_pos_24,location,loc_prior_bar_pos_24,context,27,24,0,True,True,False
compression_ratio,regime,compression_ratio,volatility_term_structure,81,89,0,True,True,False
loc_prior_bar_pos_48,location,loc_prior_bar_pos_48,context,27,21,0,True,True,False
compression_score,regime,compression_score,volatility_term_structure,104,147,0,True,True,False
loc_swing_range_pos_24,location,loc_swing_range_pos_24,context,88,99,0,True,True,False
cs_rank_oi_value_z_30d,regime,cs_rank_oi_value_z_30d,open_interest,25,19,0,True,True,False
loc_swing_range_pos_48,location,loc_swing_range_pos_48,context,99,123,0,True,True,False
direction_entropy_20,regime,direction_entropy_20,path_structure,58,64,0,True,True,False
loc_session_pos_24,location,loc_session_pos_24,context,85,86,0,True,True,False
efficiency_ratio_20,regime,efficiency_ratio_20,path_structure,71,73,0,True,True,False
loc_session_pos_48,location,loc_session_pos_48,context,91,82,0,True,True,False
ema50_slope,regime,ema50_slope,trend,44,36,0,True,True,False
loc_initial_balance_pos_24,location,loc_initial_balance_pos_24,context,36,25,0,True,True,False
ema_slope_norm,regime,ema_slope_norm,trend,34,22,0,True,True,False
loc_initial_balance_pos_48,location,loc_initial_balance_pos_48,context,30,19,0,True,True,False
exh_qual_surprise,regime,exh_qual_surprise,residual,22,16,0,True,True,False
loc_prev_day_range_pos_24,location,loc_prev_day_range_pos_24,context,23,15,0,True,True,False
fund_abs_z_mkt_resid,regime,fund_abs_z_mkt_resid,residual,37,25,0,True,True,False
loc_prev_day_range_pos_48,location,loc_prev_day_range_pos_48,context,25,13,0,True,True,False
fund_rate_z_14d,regime,fund_rate_z_14d,funding,43,38,0,True,True,False
loc_prev_week_range_pos_24,location,loc_prev_week_range_pos_24,context,52,54,0,True,True,False
funding_1d_chg_peer_resid,regime,funding_1d_chg_peer_resid,residual,15,11,0,True,True,False
loc_prev_week_range_pos_48,location,loc_prev_week_range_pos_48,context,59,76,0,True,True,False
funding_abs_z,regime,funding_abs_z,funding,28,17,0,True,True,False
loc_bb_channel_pos_24,location,loc_bb_channel_pos_24,compression,30,27,0,True,True,False
funding_mean_10d_robust_z,regime,funding_mean_10d_robust_z,open_interest,69,78,0,True,True,False
loc_bb_channel_pos_48,location,loc_bb_channel_pos_48,compression,159,259,0,True,True,False
funding_mean_15d_robust_z,regime,funding_mean_15d_robust_z,open_interest,72,62,0,True,True,False
loc_pullback_depth_24,location,loc_pullback_depth_24,path_structure,56,43,0,True,True,False
funding_mean_7d_robust_z,regime,funding_mean_7d_robust_z,open_interest,36,32,0,True,True,False
loc_pullback_depth_48,location,loc_pullback_depth_48,path_structure,100,97,0,True,True,False
funding_mom_w,regime,funding_mom_w,funding,19,8,0,True,True,False
loc_pivot_ladder_pos_24,location,loc_pivot_ladder_pos_24,context,14,9,0,True,True,False
funding_per_hour,regime,funding_per_hour,funding,27,23,0,True,True,False
loc_pivot_ladder_pos_48,location,loc_pivot_ladder_pos_48,context,19,12,0,True,True,False
funding_per_hour_mkt_resid,regime,funding_per_hour_mkt_resid,residual,23,15,0,True,True,False
bars_in_high_vol_state_log_norm,location,bars_in_high_vol_state_log_norm,context,145,169,0,True,True,False
funding_per_hour_z,regime,funding_per_hour_z,funding,46,41,0,True,True,False
funding_persistence,regime,funding_persistence,funding,60,99,0,True,True,False
funding_rank_30d,regime,funding_rank_30d,funding,14,14,0,True,True,False
funding_rate,regime,funding_rate,funding,22,11,0,True,True,False
