feature,replay_pre_transform,replay_post_transform,snapshot_post_transform,post_minus_pre,snapshot_minus_replay_post,pre_missing,post_missing,snapshot_missing,abs_snapshot_post_delta
G_EXH_EFFORT,0.016318347305059433,0.016318347305059433,0.016318347305059433,0.0,0.0,False,False,False,0.0
G_EXH_GIVEBACK,1.0,1.0,1.0,0.0,0.0,False,False,False,0.0
G_EXH_TAIL_FAIL,3205811.25,2.053748846054077,2.053748846054077,-3205809.196251154,0.0,False,False,False,0.0
G_LIQ_EXCEL,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
G_LIQ_GOOD,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
G_LIQ_GREAT,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
G_MR_SPIKE,7.795134479238186e-06,7.795134479238186e-06,7.795134479238186e-06,0.0,0.0,False,False,False,0.0
G_TF_TREND,24.555370330810547,2.053748846054077,2.053748846054077,-22.50162148475647,0.0,False,False,False,0.0
G_VOL,,1.0,1.0,,0.0,True,False,False,0.0
G_VOL_LIQ_GT1,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
G_VOL_LIQ_GT2,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
G_VOL_LIQ_GT3,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
a_funding_proxy,-0.12437610328197479,-0.12437610328197479,-0.12437610328197479,0.0,0.0,False,False,False,0.0
accel_5h,7.43865966796875e-05,0.1942407786846161,0.1942407786846161,0.1941663920879364,0.0,False,False,False,0.0
adx_10,58.92022705078125,2.053748846054077,2.053748846054077,-56.86647820472717,0.0,False,False,False,0.0
adx_10_gt25,1.0,1.0,1.0,0.0,0.0,False,False,False,0.0
adx_10_slope,-0.3153343200683594,-0.6640916466712952,-0.6640916466712952,-0.3487573266029358,0.0,False,False,False,0.0
adx_14,68.97162628173828,2.053748846054077,2.053748846054077,-66.9178774356842,0.0,False,False,False,0.0
adx_14_gt25,1.0,1.0,1.0,0.0,0.0,False,False,False,0.0
adx_14_slope,-0.11385345458984375,-0.46408897638320923,-0.46408897638320923,-0.3502355217933655,0.0,False,False,False,0.0
adx_7,35.3468132019043,2.053748846054077,2.053748846054077,-33.29306435585022,0.0,False,False,False,0.0
adx_7_gt25,1.0,1.0,1.0,0.0,0.0,False,False,False,0.0
adx_7_slope,-0.39865875244140625,-0.48595550656318665,-0.48595550656318665,-0.0872967541217804,0.0,False,False,False,0.0
adx_di_minus_10,36.30274963378906,2.053748846054077,2.053748846054077,-34.249000787734985,0.0,False,False,False,0.0
adx_di_minus_14,41.230560302734375,2.053748846054077,2.053748846054077,-39.1768114566803,0.0,False,False,False,0.0
adx_di_minus_7,28.00040054321289,2.053748846054077,2.053748846054077,-25.946651697158813,0.0,False,False,False,0.0
adx_di_plus_10,10.214715957641602,2.053748846054077,2.053748846054077,-8.160967111587524,0.0,False,False,False,0.0
adx_di_plus_14,8.002457618713379,2.053748846054077,2.053748846054077,-5.948708772659302,0.0,False,False,False,0.0
adx_di_plus_7,14.119759559631348,2.053748846054077,2.053748846054077,-12.06601071357727,0.0,False,False,False,0.0
adx_zscore,2.8510184288024902,2.053748846054077,2.053748846054077,-0.7972695827484131,0.0,False,False,False,0.0
align,1.0,1.0,1.0,0.0,0.0,False,False,False,0.0
ambig,0.00012072297249687836,0.00012072297249687836,0.00012072297249687836,0.0,0.0,False,False,False,0.0
amihud_illiq,-853268992.0,-2.053748846054077,-2.053748846054077,853268989.9462512,0.0,False,False,False,0.0
amihud_z,47340308135936.0,0.0,0.0,-47340308135936.0,0.0,False,False,False,0.0
asset_atr_level,0.0013232006458565593,2.053748846054077,2.053748846054077,2.0524256454082206,0.0,False,False,False,0.0
asset_funding_rate_abs_mean_7d,2.360511871302151e-06,2.360511871302151e-06,2.360511871302151e-06,0.0,0.0,False,False,False,0.0
asset_funding_rate_mean_15d,1.1015722520824056e-06,1.1015722520824056e-06,1.1015722520824056e-06,0.0,0.0,False,False,False,0.0
asset_funding_rate_mean_3d,5.507860805664677e-06,5.507860805664677e-06,5.507860805664677e-06,0.0,0.0,False,False,False,0.0
asset_funding_rate_mean_7d,2.360511871302151e-06,2.360511871302151e-06,2.360511871302151e-06,0.0,0.0,False,False,False,0.0
asset_funding_trend_alignment,0.13885922729969025,0.49074143171310425,0.49074143171310425,0.351882204413414,0.0,False,False,False,0.0
asset_funding_z,-0.13885922729969025,-0.13885922729969025,-0.13885922729969025,0.0,0.0,False,False,False,0.0
asset_minus_universe_median_ret_24h,-113.99002075195312,-0.46610328555107117,-0.46610328555107117,113.52391746640205,0.0,False,False,False,0.0
asset_minus_universe_median_ret_48h,-223.10086059570312,-0.43007829785346985,-0.43007829785346985,222.67078229784966,0.0,False,False,False,0.0
asset_minus_universe_median_ret_4h,-18.924562454223633,-0.31802693009376526,-0.31802693009376526,18.606535524129868,0.0,False,False,False,0.0
asset_mom_minus_basket_mom_24h,-114.63382720947266,-2.053748846054077,-2.053748846054077,112.58007836341858,0.0,False,False,False,0.0
asset_mom_minus_basket_mom_4h,-19.1428279876709,-2.053748846054077,-2.053748846054077,17.08907914161682,0.0,False,False,False,0.0
asset_ret_vs_btc_24h,-117.14599609375,-0.4939154088497162,-0.4939154088497162,116.65208068490028,0.0,False,False,False,0.0
asset_ret_vs_btc_48h,-229.38763427734375,-0.45782873034477234,-0.45782873034477234,228.92980554699898,0.0,False,False,False,0.0
asset_ret_vs_btc_4h,-19.920316696166992,-2.053748846054077,-2.053748846054077,17.866567850112915,0.0,False,False,False,0.0
asset_ret_vs_universe_24h,-113.99002075195312,-0.46610328555107117,-0.46610328555107117,113.52391746640205,0.0,False,False,False,0.0
asset_ret_vs_universe_48h,-223.10086059570312,-0.43007829785346985,-0.43007829785346985,222.67078229784966,0.0,False,False,False,0.0
asset_ret_vs_universe_4h,-18.924562454223633,-0.31802693009376526,-0.31802693009376526,18.606535524129868,0.0,False,False,False,0.0
asset_vol_level,1.5829602479934692,-1.614847183227539,-1.614847183227539,-3.1978074312210083,0.0,False,False,False,0.0
asym_ft,-3567227.0,-2.053748846054077,-2.053748846054077,3567224.946251154,0.0,False,False,False,0.0
asym_ratio,-0.35747629404067993,-1.5128633975982666,-1.5128633975982666,-1.1553871035575867,0.0,False,False,False,0.0
atr_change_rate,-0.07140272855758667,0.0,0.0,0.07140272855758667,0.0,False,False,False,0.0
atr_change_rate_ts_continuous,-0.07140451669692993,-0.07140451669692993,-0.07140451669692993,0.0,0.0,False,False,False,0.0
atr_compression_ratio,0.8841034173965454,0.7641212344169617,0.7641212344169617,-0.11998218297958374,0.0,False,False,False,0.0
atr_expansion,389630368.0,2.053748846054077,2.053748846054077,-389630365.94625115,0.0,False,False,False,0.0
atr_pct_base,0.0036714612506330013,0.058326154947280884,0.058326154947280884,0.05465469369664788,0.0,False,False,False,0.0
atr_pct_change,292.05120849609375,0.0,0.0,-292.05120849609375,0.0,False,False,False,0.0
atr_percentile,0.1464974284172058,0.0732569620013237,0.0732569620013237,-0.07324046641588211,0.0,False,False,False,0.0
atr_slope,-0.43268856406211853,0.07504846155643463,0.07504846155643463,0.5077370256185532,0.0,False,False,False,0.0
avg_pair_corr_24h,0.3754769265651703,0.3754769265651703,0.3754769265651703,0.0,0.0,False,False,False,0.0
barrier_pct,,0.004999999888241291,0.004999999888241291,,0.0,True,False,False,0.0
bars_in_high_vol_state_log_norm,0.0,-0.237740159034729,-0.237740159034729,-0.237740159034729,0.0,False,False,False,0.0
bars_outside_ema20_atr_band_log_norm,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
bars_since_ema20_ema50_cross_log_norm,1.0,0.2763304114341736,0.2763304114341736,-0.7236695885658264,0.0,False,False,False,0.0
basis,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
basis_adjusted_trend_10h,-1.0,-1.0,-1.0,0.0,0.0,False,False,False,0.0
basis_adjusted_trend_5h,-1.0,-1.0,-1.0,0.0,0.0,False,False,False,0.0
basis_fund_div_z,0.13885922729969025,0.13885922729969025,0.13885922729969025,0.0,0.0,False,False,False,0.0
basis_funding_div,,0.0,0.0,,0.0,True,False,False,0.0
basis_funding_div_2h,,0.0,0.0,,0.0,True,False,False,0.0
basis_funding_div_4h,,0.0,0.0,,0.0,True,False,False,0.0
basis_funding_div_8h,,0.0,0.0,,0.0,True,False,False,0.0
basis_mom_2h,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
basis_mom_4h,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
basis_mom_8h,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
basis_mom_w,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
basis_pct,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
basis_pct_z,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
basis_stretch,,0.0,0.0,,0.0,True,False,False,0.0
basis_up_agree,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
basis_vol,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
bb_pos_12,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
bb_pos_24,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
be_vol_units,1.7495274543762207,-0.7829934358596802,-0.7829934358596802,-2.532520890235901,0.0,False,False,False,0.0
beta_24h,-3.089552164077759,-2.053748846054077,-2.053748846054077,1.0358033180236816,0.0,False,False,False,0.0
beta_adj_resid_ret_24h,-115.11625671386719,-1.3095043897628784,-1.3095043897628784,113.80675232410431,0.0,False,False,False,0.0
body_pct,9.5367431640625e-07,-0.216075137257576,-0.216075137257576,-0.2160760909318924,0.0,False,False,False,0.0
body_ratio,0.7740768194198608,2.053748846054077,2.053748846054077,1.2796720266342163,0.0,False,False,False,0.0
body_ratio_15m,1.3324018716812134,0.13454878330230713,0.13454878330230713,-1.1978530883789062,0.0,False,False,False,0.0
bollinger_band_width,-0.0,-0.0,-0.0,0.0,0.0,False,False,False,0.0
breakout_24h,,-0.009304709732532501,-0.009304709732532501,,0.0,True,False,False,0.0
breakout_confirmed,-0.0,-0.0,-0.0,0.0,0.0,False,False,False,0.0
breakout_min,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0
breakout_soft,-1.8658647537231445,-1.8658647537231445,-1.8658647537231445,0.0,0.0,False,False,False,0.0
