feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
dist_oiw_signed_delta_12h_atr,regime,dist_oiw_signed_delta_12h_atr,perp_tradeability,38,54,0,True,True,False
dist_ema20_atr,location,dist_ema20_atr,context,19,13,0,True,True,False
dist_oiw_abs_delta_12h_atr,regime,dist_oiw_abs_delta_12h_atr,perp_tradeability,27,42,0,True,True,False
dist_ema50_atr,location,dist_ema50_atr,context,7,4,0,True,True,False
oi_expansion_compression_balance_24h,regime,oi_expansion_compression_balance_24h,perp_tradeability,48,59,0,True,True,False
dist_ema200_atr,location,dist_ema200_atr,context,45,68,0,True,True,False
dist_funding_pressure_price_12h_atr,regime,dist_funding_pressure_price_12h_atr,perp_tradeability,92,134,0,True,True,False
oiw_pos_delta_entry_dist_1d_atr,location,oiw_pos_delta_entry_dist_1d_atr,open_interest_location,9,6,0,True,True,False
oiw_entry_zone_1d_atr,regime,oiw_entry_zone_1d_atr,perp_tradeability,33,40,0,True,True,False
oiw_intensity_entry_dist_1d_atr,location,oiw_intensity_entry_dist_1d_atr,open_interest_location,15,15,0,True,True,False
donchian_zone_1d_atr,regime,donchian_zone_1d_atr,perp_tradeability,29,39,0,True,True,False
oiw_z_delta_entry_dist_1d_atr,location,oiw_z_delta_entry_dist_1d_atr,open_interest_location,11,7,0,True,True,False
dist_oiw_intensity_96h_atr,regime,dist_oiw_intensity_96h_atr,perp_tradeability,61,47,0,True,True,False
oiw_pos_delta_entry_dist_7d_atr,location,oiw_pos_delta_entry_dist_7d_atr,open_interest_location,33,46,0,True,True,False
dist_oiw_z_delta_96h_atr,regime,dist_oiw_z_delta_96h_atr,perp_tradeability,79,61,0,True,True,False
oiw_pos_delta_entry_dist_14d_atr,location,oiw_pos_delta_entry_dist_14d_atr,open_interest_location,56,94,0,True,True,False
oi_expansion_compression_balance_96h,regime,oi_expansion_compression_balance_96h,perp_tradeability,41,65,0,True,True,False
oiw_intensity_entry_dist_7d_atr,location,oiw_intensity_entry_dist_7d_atr,open_interest_location,27,56,0,True,True,False
dist_funding_pressure_price_96h_atr,regime,dist_funding_pressure_price_96h_atr,perp_tradeability,122,109,0,True,True,False
oiw_z_delta_entry_dist_7d_atr,location,oiw_z_delta_entry_dist_7d_atr,open_interest_location,36,53,0,True,True,False
bars_since_ema20_ema50_cross_log_norm,regime,bars_since_ema20_ema50_cross_log_norm,trend,0,0,0,False,False,False
oiw_z_delta_entry_dist_14d_atr,location,oiw_z_delta_entry_dist_14d_atr,open_interest_location,49,70,0,True,True,False
bars_outside_ema20_atr_band_log_norm,regime,bars_outside_ema20_atr_band_log_norm,volatility,0,0,0,False,False,False
dist_prior_day_high,location,dist_prior_day_high,context,48,83,0,True,True,False
up_down_semivol_ratio_tanh,regime,up_down_semivol_ratio_tanh,path_structure,111,246,0,True,True,False
dist_prior_day_low,location,dist_prior_day_low,context,105,198,0,True,True,False
up_down_return_mass_ratio_tanh,regime,up_down_return_mass_ratio_tanh,path_structure,27,35,0,True,True,False
dist_rolling_7d_high,location,dist_rolling_7d_high,context,68,116,0,True,True,False
amihud_illiq,regime,amihud_illiq,liquidity,79,97,0,True,True,False
dist_local_swing,location,dist_local_swing,context,122,227,0,True,True,False
asset_atr_level_pct,regime,asset_atr_level_pct,asset_state,59,72,0,True,True,False
dist_range_mid_atr,location,dist_range_mid_atr,context,38,51,0,True,True,False
asset_funding_rate_abs_mean_7d,regime,asset_funding_rate_abs_mean_7d,perp_tradeability,89,160,0,True,True,False
dist_ma100_atr,location,dist_ma100_atr,context,8,6,0,True,True,False
asset_funding_rate_mean_15d,regime,asset_funding_rate_mean_15d,perp_tradeability,58,80,0,True,True,False
distance_to_ema,location,distance_to_ema,context,19,27,0,True,True,False
asset_funding_rate_mean_3d,regime,asset_funding_rate_mean_3d,perp_tradeability,59,79,0,True,True,False
pullback_depth,location,pullback_depth,context,79,164,0,True,True,False
asset_funding_rate_mean_7d,regime,asset_funding_rate_mean_7d,perp_tradeability,57,93,0,True,True,False
zscore_price_50,location,zscore_price_50,context,27,24,0,True,True,False
asset_funding_z,regime,asset_funding_z,perp_tradeability,27,25,0,True,True,False
zscore_price_200,location,zscore_price_200,context,125,188,0,True,True,False
asset_minus_mkt_oi_1d,regime,asset_minus_mkt_oi_1d,open_interest,20,11,0,True,True,False
loc_ema_stack_pos_24,location,loc_ema_stack_pos_24,trend,26,36,0,True,True,False
asset_minus_mkt_oi_1d_peer_resid,regime,asset_minus_mkt_oi_1d_peer_resid,residual,27,23,0,True,True,False
loc_ema_stack_pos_48,location,loc_ema_stack_pos_48,trend,22,22,0,True,True,False
asset_minus_mkt_oi_1d_z_90d,regime,asset_minus_mkt_oi_1d_z_90d,open_interest,21,18,0,True,True,False
loc_range_pos_24,location,loc_range_pos_24,context,36,40,0,True,True,False
asset_minus_mkt_oi_7d,regime,asset_minus_mkt_oi_7d,open_interest,35,39,0,True,True,False
loc_range_pos_48,location,loc_range_pos_48,context,27,20,0,True,True,False
asset_vol_level_pct,regime,asset_vol_level_pct,asset_state,43,98,0,True,True,False
loc_prior_bar_pos_24,location,loc_prior_bar_pos_24,context,23,24,0,True,True,False
atr_compression_ratio,regime,atr_compression_ratio,volatility_term_structure,22,14,0,True,True,False
loc_prior_bar_pos_48,location,loc_prior_bar_pos_48,context,20,19,0,True,True,False
atr_percentile,regime,atr_percentile,compression,72,71,0,True,True,False
loc_swing_range_pos_24,location,loc_swing_range_pos_24,context,36,70,0,True,True,False
blowoff_risk_surprise,regime,blowoff_risk_surprise,residual,0,0,0,False,False,False
loc_swing_range_pos_48,location,loc_swing_range_pos_48,context,36,60,0,True,True,False
bollinger_band_width,regime,bollinger_band_width,compression,19,16,0,True,True,False
loc_session_pos_24,location,loc_session_pos_24,context,31,34,0,True,True,False
chop_score_surprise,regime,chop_score_surprise,residual,0,0,0,False,False,False
loc_session_pos_48,location,loc_session_pos_48,context,25,27,0,True,True,False
choppiness_index_20,regime,choppiness_index_20,path_structure,36,30,0,True,True,False
loc_initial_balance_pos_24,location,loc_initial_balance_pos_24,context,21,29,0,True,True,False
