feature,replay_pre_transform,replay_post_transform,snapshot_post_transform,post_minus_pre,snapshot_minus_replay_post,pre_missing,post_missing,snapshot_missing,abs_snapshot_post_delta
G_EXH_EFFORT,,-2.053748846054077,-2.053748846054077,,0.0,True,False,False,0.0
G_EXH_GIVEBACK,,1.0,1.0,,0.0,True,False,False,0.0
G_EXH_TAIL_FAIL,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
G_LIQ_EXCEL,,0.0,0.0,,0.0,True,False,False,0.0
G_LIQ_GOOD,,0.0,0.0,,0.0,True,False,False,0.0
G_LIQ_GREAT,,0.0,0.0,,0.0,True,False,False,0.0
G_MR_SPIKE,,-0.14055365324020386,-0.14055365324020386,,0.0,True,False,False,0.0
G_TF_TREND,,0.7345805764198303,0.7345805764198303,,0.0,True,False,False,0.0
G_TREND,,0.0,0.0,,0.0,True,False,False,0.0
G_VOL,,0.0,0.0,,0.0,True,False,False,0.0
G_VOL_LIQ_GT1,,0.0,0.0,,0.0,True,False,False,0.0
G_VOL_LIQ_GT2,,0.0,0.0,,0.0,True,False,False,0.0
G_VOL_LIQ_GT3,,0.0,0.0,,0.0,True,False,False,0.0
a_funding_proxy,,-2.053748846054077,-2.053748846054077,,0.0,True,False,False,0.0
accel_5h,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_10,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_10_gt25,,1.0,1.0,,0.0,True,False,False,0.0
adx_10_slope,,1.091387391090393,1.091387391090393,,0.0,True,False,False,0.0
adx_14,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_14_gt25,,1.0,1.0,,0.0,True,False,False,0.0
adx_14_slope,,0.3498738408088684,0.3498738408088684,,0.0,True,False,False,0.0
adx_7,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_7_gt25,,1.0,1.0,,0.0,True,False,False,0.0
adx_7_slope,,1.2105461359024048,1.2105461359024048,,0.0,True,False,False,0.0
adx_di_minus_10,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_di_minus_14,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_di_minus_7,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_di_plus_10,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_di_plus_14,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_di_plus_7,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_zscore,,-0.19147619605064392,-0.19147619605064392,,0.0,True,False,False,0.0
align,,-1.0,-1.0,,0.0,True,False,False,0.0
ambig,,0.37952858209609985,0.37952858209609985,,0.0,True,False,False,0.0
amihud_illiq,,0.4101302921772003,0.4101302921772003,,0.0,True,False,False,0.0
amihud_z,,0.0,0.0,,0.0,True,False,False,0.0
asset_atr_level,,-1.1068048477172852,-1.1068048477172852,,0.0,True,False,False,0.0
asset_minus_universe_median_ret_24h,,0.7353178262710571,0.7353178262710571,,0.0,True,False,False,0.0
asset_minus_universe_median_ret_48h,,0.6721612811088562,0.6721612811088562,,0.0,True,False,False,0.0
asset_minus_universe_median_ret_4h,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
asset_mom_minus_basket_mom_24h,,-2.053748846054077,-2.053748846054077,,0.0,True,False,False,0.0
asset_mom_minus_basket_mom_4h,,-0.537912905216217,-0.537912905216217,,0.0,True,False,False,0.0
asset_ret_vs_btc_24h,,-0.7309961318969727,-0.7309961318969727,,0.0,True,False,False,0.0
asset_ret_vs_btc_48h,,-1.034868597984314,-1.034868597984314,,0.0,True,False,False,0.0
asset_ret_vs_btc_4h,,1.5710517168045044,1.5710517168045044,,0.0,True,False,False,0.0
asset_ret_vs_universe_24h,,0.7353178262710571,0.7353178262710571,,0.0,True,False,False,0.0
asset_ret_vs_universe_48h,,0.6721612811088562,0.6721612811088562,,0.0,True,False,False,0.0
asset_ret_vs_universe_4h,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
asset_vol_level,,-1.4982528686523438,-1.4982528686523438,,0.0,True,False,False,0.0
asym_ft,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
asym_ratio,,1.4484668970108032,1.4484668970108032,,0.0,True,False,False,0.0
atr_change_rate,,-0.614822506904602,-0.614822506904602,,0.0,True,False,False,0.0
atr_change_rate_ts_continuous,,-0.031007349491119385,-0.031007349491119385,,0.0,True,False,False,0.0
atr_compression_ratio,,-1.573317050933838,-1.573317050933838,,0.0,True,False,False,0.0
atr_expansion,,-0.9831492304801941,-0.9831492304801941,,0.0,True,False,False,0.0
atr_pct_base,,-0.29524776339530945,-0.29524776339530945,,0.0,True,False,False,0.0
atr_pct_change,,-0.9877761006355286,-0.9877761006355286,,0.0,True,False,False,0.0
atr_percentile,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
atr_slope,,1.2056474685668945,1.2056474685668945,,0.0,True,False,False,0.0
avg_pair_corr_24h,,0.5204192399978638,0.5204192399978638,,0.0,True,False,False,0.0
barrier_pct,,0.00933876633644104,0.00933876633644104,,0.0,True,False,False,0.0
bars_in_high_vol_state_log_norm,,-0.4450778365135193,-0.4450778365135193,,0.0,True,False,False,0.0
bars_outside_ema20_atr_band_log_norm,,0.0,0.0,,0.0,True,False,False,0.0
bars_since_ema20_ema50_cross_log_norm,,0.0,0.0,,0.0,True,False,False,0.0
bb_pos_12,,1.5980476140975952,1.5980476140975952,,0.0,True,False,False,0.0
bb_pos_24,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
be_vol_units,,1.9999876022338867,1.9999876022338867,,0.0,True,False,False,0.0
beta_24h,,0.2361111044883728,0.2361111044883728,,0.0,True,False,False,0.0
beta_adj_resid_ret_24h,,0.39009639620780945,0.39009639620780945,,0.0,True,False,False,0.0
blowoff_risk,,0.0,0.0,,0.0,True,False,False,0.0
body_pct,,-0.23922713100910187,-0.23922713100910187,,0.0,True,False,False,0.0
body_ratio,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
body_ratio_15m,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
