feature,replay_pre_transform,replay_post_transform,snapshot_post_transform,post_minus_pre,snapshot_minus_replay_post,pre_missing,post_missing,snapshot_missing,abs_snapshot_post_delta
G_EXH_EFFORT,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
G_EXH_GIVEBACK,,1.0,1.0,,0.0,True,False,False,0.0
G_EXH_TAIL_FAIL,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
G_LIQ_EXCEL,,0.0,0.0,,0.0,True,False,False,0.0
G_LIQ_GOOD,,0.0,0.0,,0.0,True,False,False,0.0
G_LIQ_GREAT,,0.0,0.0,,0.0,True,False,False,0.0
G_MR_SPIKE,,-0.6069017052650452,-0.6069017052650452,,0.0,True,False,False,0.0
G_TF_TREND,,0.6694641709327698,0.6694641709327698,,0.0,True,False,False,0.0
G_TREND,,0.0,0.0,,0.0,True,False,False,0.0
G_VOL,,0.0,0.0,,0.0,True,False,False,0.0
G_VOL_LIQ_GT1,,0.0,0.0,,0.0,True,False,False,0.0
G_VOL_LIQ_GT2,,0.0,0.0,,0.0,True,False,False,0.0
G_VOL_LIQ_GT3,,0.0,0.0,,0.0,True,False,False,0.0
a_funding_proxy,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
accel_5h,,-0.5389074683189392,-0.5389074683189392,,0.0,True,False,False,0.0
adx_10,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_10_gt25,,1.0,1.0,,0.0,True,False,False,0.0
adx_10_slope,,1.3838601112365723,1.3838601112365723,,0.0,True,False,False,0.0
adx_14,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_14_gt25,,1.0,1.0,,0.0,True,False,False,0.0
adx_14_slope,,1.3424879312515259,1.3424879312515259,,0.0,True,False,False,0.0
adx_7,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_7_gt25,,1.0,1.0,,0.0,True,False,False,0.0
adx_7_slope,,1.1483209133148193,1.1483209133148193,,0.0,True,False,False,0.0
adx_di_minus_10,,2.0262720584869385,2.0262720584869385,,0.0,True,False,False,0.0
adx_di_minus_14,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_di_minus_7,,1.046411156654358,1.046411156654358,,0.0,True,False,False,0.0
adx_di_plus_10,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_di_plus_14,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_di_plus_7,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
adx_zscore,,-1.0712511539459229,-1.0712511539459229,,0.0,True,False,False,0.0
align,,1.0,1.0,,0.0,True,False,False,0.0
ambig,,0.5414206385612488,0.5414206385612488,,0.0,True,False,False,0.0
amihud_illiq,,1.0465153455734253,1.0465153455734253,,0.0,True,False,False,0.0
amihud_z,,0.0,0.0,,0.0,True,False,False,0.0
asset_atr_level,,0.793185293674469,0.793185293674469,,0.0,True,False,False,0.0
asset_minus_universe_median_ret_24h,,1.4126287698745728,1.4126287698745728,,0.0,True,False,False,0.0
asset_minus_universe_median_ret_48h,,1.4627676010131836,1.4627676010131836,,0.0,True,False,False,0.0
asset_minus_universe_median_ret_4h,,1.5328279733657837,1.5328279733657837,,0.0,True,False,False,0.0
asset_mom_minus_basket_mom_24h,,-1.4420777559280396,-1.4420777559280396,,0.0,True,False,False,0.0
asset_mom_minus_basket_mom_4h,,-0.09081077575683594,-0.09081077575683594,,0.0,True,False,False,0.0
asset_ret_vs_btc_24h,,0.7487845420837402,0.7487845420837402,,0.0,True,False,False,0.0
asset_ret_vs_btc_48h,,0.7499765157699585,0.7499765157699585,,0.0,True,False,False,0.0
asset_ret_vs_btc_4h,,0.9839146137237549,0.9839146137237549,,0.0,True,False,False,0.0
asset_ret_vs_universe_24h,,1.4126287698745728,1.4126287698745728,,0.0,True,False,False,0.0
asset_ret_vs_universe_48h,,1.4627676010131836,1.4627676010131836,,0.0,True,False,False,0.0
asset_ret_vs_universe_4h,,1.5328279733657837,1.5328279733657837,,0.0,True,False,False,0.0
asset_vol_level,,1.432745099067688,1.432745099067688,,0.0,True,False,False,0.0
asym_ft,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
asym_ratio,,1.519170880317688,1.519170880317688,,0.0,True,False,False,0.0
atr_change_rate,,0.5613793730735779,0.5613793730735779,,0.0,True,False,False,0.0
atr_change_rate_ts_continuous,,0.024125337600708008,0.024125337600708008,,0.0,True,False,False,0.0
atr_compression_ratio,,-1.3387399911880493,-1.3387399911880493,,0.0,True,False,False,0.0
atr_expansion,,0.10199564695358276,0.10199564695358276,,0.0,True,False,False,0.0
atr_pct_base,,-1.7541955709457397,-1.7541955709457397,,0.0,True,False,False,0.0
atr_pct_change,,0.19994482398033142,0.19994482398033142,,0.0,True,False,False,0.0
atr_percentile,,-0.11289173364639282,-0.11289173364639282,,0.0,True,False,False,0.0
atr_slope,,1.3194996118545532,1.3194996118545532,,0.0,True,False,False,0.0
avg_pair_corr_24h,,0.6084496378898621,0.6084496378898621,,0.0,True,False,False,0.0
barrier_pct,,0.014313840307295322,0.014313840307295322,,0.0,True,False,False,0.0
bars_in_high_vol_state_log_norm,,-0.7705274224281311,-0.7705274224281311,,0.0,True,False,False,0.0
bars_outside_ema20_atr_band_log_norm,,0.0,0.0,,0.0,True,False,False,0.0
bars_since_ema20_ema50_cross_log_norm,,0.0,0.0,,0.0,True,False,False,0.0
bb_pos_12,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
bb_pos_24,,2.053748846054077,2.053748846054077,,0.0,True,False,False,0.0
be_vol_units,,0.7902073264122009,0.7902073264122009,,0.0,True,False,False,0.0
beta_24h,,0.03515625,0.03515625,,0.0,True,False,False,0.0
beta_adj_resid_ret_24h,,1.143579363822937,1.143579363822937,,0.0,True,False,False,0.0
blowoff_risk,,0.0,0.0,,0.0,True,False,False,0.0
body_pct,,-1.556265950202942,-1.556265950202942,,0.0,True,False,False,0.0
body_ratio,,0.0982467457652092,0.0982467457652092,,0.0,True,False,False,0.0
body_ratio_15m,,1.4694042205810547,1.4694042205810547,,0.0,True,False,False,0.0
