fold_id,seed,feature_index,feature_name,group,source_name,source_family,split_count
0,42,0,ctx__95728724,context,ctx__95728724,context,581
0,123,0,ctx__95728724,context,ctx__95728724,context,581
0,999,0,ctx__95728724,context,ctx__95728724,context,581
1,42,0,ctx__95728724,context,ctx__95728724,context,994
1,123,0,ctx__95728724,context,ctx__95728724,context,994
1,999,0,ctx__95728724,context,ctx__95728724,context,994
2,42,0,ctx__95728724,context,ctx__95728724,context,502
2,123,0,ctx__95728724,context,ctx__95728724,context,502
2,999,0,ctx__95728724,context,ctx__95728724,context,502
3,42,0,ctx__95728724,context,ctx__95728724,context,1
3,123,0,ctx__95728724,context,ctx__95728724,context,1
3,999,0,ctx__95728724,context,ctx__95728724,context,1
4,42,0,ctx__95728724,context,ctx__95728724,context,95
4,123,0,ctx__95728724,context,ctx__95728724,context,95
4,999,0,ctx__95728724,context,ctx__95728724,context,95
