layer,feature,value
alpha_model_input,f0,0.0
alpha_model_input,f1,1.0
alpha_model_input,f2,0.0
alpha_model_input,f3,0.0
alpha_model_input,f4,0.0
alpha_model_input,f5,-0.0
alpha_model_input,f6,-1.1962368488311768
alpha_model_input,f7,0.0
alpha_model_input,f8,0.0
alpha_model_input,f9,-1.1962368488311768
alpha_model_input,f10,-0.0
alpha_model_input,f11,2.053748846054077
alpha_model_input,f12,1.000110149383545
alpha_model_input,f13,0.0
alpha_model_input,f14,0.0
alpha_model_input,f15,2.053748846054077
alpha_model_input,f16,2.053748846054077
alpha_model_input,f17,1.0
alpha_model_input,f18,-1.3674414157867432
alpha_model_input,f19,2.053748846054077
alpha_model_input,f20,1.0
alpha_model_input,f21,-1.0301480293273926
alpha_model_input,f22,2.053748846054077
alpha_model_input,f23,1.0
alpha_model_input,f24,-1.6282246112823486
alpha_model_input,f25,2.053748846054077
alpha_model_input,f26,2.053748846054077
alpha_model_input,f27,2.053748846054077
alpha_model_input,f28,2.053748846054077
alpha_model_input,f29,2.053748846054077
alpha_model_input,f30,2.053748846054077
alpha_model_input,f31,-1.0
alpha_model_input,f32,2.053748846054077
alpha_model_input,f33,-1.4819165468215942
alpha_model_input,f34,-1.7688838243484497
alpha_model_input,f35,-0.2895272374153137
alpha_model_input,f36,-0.217729851603508
alpha_model_input,f37,-0.3464943766593933
alpha_model_input,f38,-2.053748846054077
alpha_model_input,f39,-2.053748846054077
alpha_model_input,f40,-0.9735211730003357
alpha_model_input,f41,0.0
alpha_model_input,f42,0.0
alpha_model_input,f43,0.8509495258331299
alpha_model_input,f44,-0.15643742680549622
alpha_model_input,f45,-0.6079691648483276
alpha_model_input,f46,1.5555508136749268
alpha_model_input,f47,0.31172409653663635
alpha_model_input,f48,0.006978585850447416
alpha_model_input,f49,-64.75012969970703
alpha_model_input,f50,0.0
alpha_model_input,f51,0.5432160496711731
alpha_model_input,f52,0.2327202409505844
alpha_model_input,f53,0.6215857267379761
alpha_model_input,f54,-0.17069000005722046
alpha_model_input,f55,0.3016236424446106
alpha_model_input,f56,0.8286890983581543
alpha_model_input,f57,-0.3635845482349396
alpha_model_input,f58,-1.0358580350875854
alpha_model_input,f59,-0.09700904786586761
alpha_model_input,f60,-0.884330689907074
alpha_model_input,f61,-2.053748846054077
alpha_model_input,f62,-2.053748846054077
alpha_model_input,f63,-2.053748846054077
alpha_model_input,f64,-2.053748846054077
alpha_model_input,f65,-2.053748846054077
alpha_model_input,f66,0.0
alpha_model_input,f67,0.7953181862831116
alpha_model_input,f68,2.053748846054077
alpha_model_input,f69,1.4290329217910767
alpha_model_input,f70,-1.7688838243484497
alpha_model_input,f71,-1.1962368488311768
alpha_model_input,f72,0.00011382810771465302
alpha_model_input,f73,-0.00011945515871047974
alpha_model_input,f74,-0.27998703718185425
alpha_model_input,f75,-0.048939965665340424
alpha_model_input,f76,0.08548431098461151
alpha_model_input,f77,0.06240815669298172
alpha_model_input,f78,0.4869197607040405
alpha_model_input,f79,0.2963827848434448
alpha_model_input,f80,0.0
alpha_model_input,f81,0.0022190031595528126
alpha_model_input,f82,1.2212252616882324
alpha_model_input,f83,-0.6717693209648132
alpha_model_input,f84,2.053748846054077
alpha_model_input,f85,-0.9999999403953552
alpha_model_input,f86,0.12069222331047058
alpha_model_input,f87,-0.031407155096530914
alpha_model_input,f88,-0.3905338644981384
alpha_model_input,f89,-0.012100951746106148
alpha_model_input,f90,0.2512858808040619
alpha_model_input,f91,0.0017534299986436963
alpha_model_input,f92,-0.00015093573892954737
alpha_model_input,f93,-0.01547536812722683
alpha_model_input,f94,-0.005267211236059666
alpha_model_input,f95,2.053748846054077
alpha_model_input,f96,2.053748846054077
alpha_model_input,f97,-0.9677120447158813
alpha_model_input,f98,-0.5260902047157288
alpha_model_input,f99,0.009999752044677734
alpha_model_input,f100,-0.03013579733669758
alpha_model_input,f101,0.05279505252838135
alpha_model_input,f102,0.015527935698628426
alpha_model_input,f103,-0.06324345618486404
alpha_model_input,f104,0.12888197600841522
alpha_model_input,f105,-0.003684581257402897
alpha_model_input,f106,0.5003094673156738
alpha_model_input,f107,-0.22127532958984375
alpha_model_input,f108,-2.053748846054077
alpha_model_input,f109,-0.004633663222193718
alpha_model_input,f110,0.0033171854447573423
alpha_model_input,f111,-0.07055220752954483
alpha_model_input,f112,-0.3905338644981384
alpha_model_input,f113,-1.1052392721176147
alpha_model_input,f114,-1.434828758239746
alpha_model_input,f115,0.0
alpha_model_input,f116,0.0
alpha_model_input,f117,0.0
