feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
dist_oiw_signed_delta_12h_atr,regime,dist_oiw_signed_delta_12h_atr,perp_tradeability,12,4,0,True,True,False
dist_ema20_atr,location,dist_ema20_atr,context,31,13,0,True,True,False
dist_oiw_abs_delta_12h_atr,regime,dist_oiw_abs_delta_12h_atr,perp_tradeability,73,87,0,True,True,False
dist_ema50_atr,location,dist_ema50_atr,context,23,18,0,True,True,False
oi_expansion_compression_balance_24h,regime,oi_expansion_compression_balance_24h,perp_tradeability,37,54,0,True,True,False
dist_ema200_atr,location,dist_ema200_atr,context,88,128,0,True,True,False
dist_funding_pressure_price_12h_atr,regime,dist_funding_pressure_price_12h_atr,perp_tradeability,102,92,0,True,True,False
oiw_pos_delta_entry_dist_1d_atr,location,oiw_pos_delta_entry_dist_1d_atr,open_interest_location,4,4,0,True,True,False
oiw_entry_zone_1d_atr,regime,oiw_entry_zone_1d_atr,perp_tradeability,46,60,0,True,True,False
oiw_intensity_entry_dist_1d_atr,location,oiw_intensity_entry_dist_1d_atr,open_interest_location,18,16,0,True,True,False
donchian_zone_1d_atr,regime,donchian_zone_1d_atr,perp_tradeability,27,32,0,True,True,False
oiw_z_delta_entry_dist_1d_atr,location,oiw_z_delta_entry_dist_1d_atr,open_interest_location,13,9,0,True,True,False
dist_oiw_intensity_96h_atr,regime,dist_oiw_intensity_96h_atr,perp_tradeability,76,39,0,True,True,False
oiw_pos_delta_entry_dist_7d_atr,location,oiw_pos_delta_entry_dist_7d_atr,open_interest_location,31,24,0,True,True,False
dist_oiw_z_delta_96h_atr,regime,dist_oiw_z_delta_96h_atr,perp_tradeability,88,44,0,True,True,False
oiw_pos_delta_entry_dist_14d_atr,location,oiw_pos_delta_entry_dist_14d_atr,open_interest_location,60,75,0,True,True,False
oi_expansion_compression_balance_96h,regime,oi_expansion_compression_balance_96h,perp_tradeability,40,37,0,True,True,False
oiw_intensity_entry_dist_7d_atr,location,oiw_intensity_entry_dist_7d_atr,open_interest_location,37,30,0,True,True,False
dist_funding_pressure_price_96h_atr,regime,dist_funding_pressure_price_96h_atr,perp_tradeability,94,53,0,True,True,False
oiw_z_delta_entry_dist_7d_atr,location,oiw_z_delta_entry_dist_7d_atr,open_interest_location,46,60,0,True,True,False
bars_since_ema20_ema50_cross_log_norm,regime,bars_since_ema20_ema50_cross_log_norm,trend,0,0,0,False,False,False
oiw_z_delta_entry_dist_14d_atr,location,oiw_z_delta_entry_dist_14d_atr,open_interest_location,69,101,0,True,True,False
bars_outside_ema20_atr_band_log_norm,regime,bars_outside_ema20_atr_band_log_norm,volatility,0,0,0,False,False,False
dist_prior_day_high,location,dist_prior_day_high,context,99,222,0,True,True,False
up_down_semivol_ratio_tanh,regime,up_down_semivol_ratio_tanh,path_structure,139,238,0,True,True,False
dist_prior_day_low,location,dist_prior_day_low,context,15,10,0,True,True,False
up_down_return_mass_ratio_tanh,regime,up_down_return_mass_ratio_tanh,path_structure,45,46,0,True,True,False
dist_rolling_7d_high,location,dist_rolling_7d_high,context,142,247,0,True,True,False
amihud_illiq,regime,amihud_illiq,liquidity,76,47,0,True,True,False
dist_local_swing,location,dist_local_swing,context,79,83,0,True,True,False
asset_atr_level_pct,regime,asset_atr_level_pct,asset_state,158,258,0,True,True,False
dist_range_mid_atr,location,dist_range_mid_atr,context,26,22,0,True,True,False
asset_funding_rate_abs_mean_7d,regime,asset_funding_rate_abs_mean_7d,perp_tradeability,73,96,0,True,True,False
dist_ma100_atr,location,dist_ma100_atr,context,14,14,0,True,True,False
asset_funding_rate_mean_15d,regime,asset_funding_rate_mean_15d,perp_tradeability,35,21,0,True,True,False
distance_to_ema,location,distance_to_ema,context,23,16,0,True,True,False
asset_funding_rate_mean_3d,regime,asset_funding_rate_mean_3d,perp_tradeability,42,35,0,True,True,False
pullback_depth,location,pullback_depth,context,88,116,0,True,True,False
asset_funding_rate_mean_7d,regime,asset_funding_rate_mean_7d,perp_tradeability,31,30,0,True,True,False
zscore_price_50,location,zscore_price_50,context,51,44,0,True,True,False
asset_funding_z,regime,asset_funding_z,perp_tradeability,49,30,0,True,True,False
zscore_price_200,location,zscore_price_200,context,142,211,0,True,True,False
asset_minus_mkt_oi_1d,regime,asset_minus_mkt_oi_1d,open_interest,15,12,0,True,True,False
loc_ema_stack_pos_24,location,loc_ema_stack_pos_24,trend,22,21,0,True,True,False
asset_minus_mkt_oi_1d_peer_resid,regime,asset_minus_mkt_oi_1d_peer_resid,residual,18,16,0,True,True,False
loc_ema_stack_pos_48,location,loc_ema_stack_pos_48,trend,28,32,0,True,True,False
asset_minus_mkt_oi_1d_z_90d,regime,asset_minus_mkt_oi_1d_z_90d,open_interest,20,10,0,True,True,False
loc_range_pos_24,location,loc_range_pos_24,context,24,17,0,True,True,False
asset_minus_mkt_oi_7d,regime,asset_minus_mkt_oi_7d,open_interest,27,18,0,True,True,False
loc_range_pos_48,location,loc_range_pos_48,context,46,59,0,True,True,False
asset_vol_level_pct,regime,asset_vol_level_pct,asset_state,38,60,0,True,True,False
loc_prior_bar_pos_24,location,loc_prior_bar_pos_24,context,31,21,0,True,True,False
atr_compression_ratio,regime,atr_compression_ratio,volatility_term_structure,45,49,0,True,True,False
loc_prior_bar_pos_48,location,loc_prior_bar_pos_48,context,23,16,0,True,True,False
atr_percentile,regime,atr_percentile,compression,53,33,0,True,True,False
loc_swing_range_pos_24,location,loc_swing_range_pos_24,context,77,89,0,True,True,False
blowoff_risk_surprise,regime,blowoff_risk_surprise,residual,3,4,0,True,True,False
loc_swing_range_pos_48,location,loc_swing_range_pos_48,context,77,94,0,True,True,False
bollinger_band_width,regime,bollinger_band_width,compression,14,6,0,True,True,False
loc_session_pos_24,location,loc_session_pos_24,context,42,31,0,True,True,False
chop_score_surprise,regime,chop_score_surprise,residual,0,0,0,False,False,False
loc_session_pos_48,location,loc_session_pos_48,context,51,51,0,True,True,False
choppiness_index_20,regime,choppiness_index_20,path_structure,50,39,0,True,True,False
loc_initial_balance_pos_24,location,loc_initial_balance_pos_24,context,17,15,0,True,True,False
compression_ratio,regime,compression_ratio,volatility_term_structure,60,64,0,True,True,False
loc_initial_balance_pos_48,location,loc_initial_balance_pos_48,context,24,18,0,True,True,False
compression_score,regime,compression_score,volatility_term_structure,57,63,0,True,True,False
loc_prev_day_range_pos_24,location,loc_prev_day_range_pos_24,context,23,14,0,True,True,False
cs_rank_oi_value_z_30d,regime,cs_rank_oi_value_z_30d,open_interest,15,14,0,True,True,False
loc_prev_day_range_pos_48,location,loc_prev_day_range_pos_48,context,20,18,0,True,True,False
direction_entropy_20,regime,direction_entropy_20,path_structure,39,33,0,True,True,False
loc_prev_week_range_pos_24,location,loc_prev_week_range_pos_24,context,39,52,0,True,True,False
efficiency_ratio_20,regime,efficiency_ratio_20,path_structure,71,75,0,True,True,False
loc_prev_week_range_pos_48,location,loc_prev_week_range_pos_48,context,36,40,0,True,True,False
ema20_slope_5h,regime,ema20_slope_5h,trend,24,22,0,True,True,False
loc_bb_channel_pos_24,location,loc_bb_channel_pos_24,compression,21,15,0,True,True,False
ema50_slope,regime,ema50_slope,trend,44,37,0,True,True,False
loc_bb_channel_pos_48,location,loc_bb_channel_pos_48,compression,111,149,0,True,True,False
ema_slope_norm,regime,ema_slope_norm,trend,32,31,0,True,True,False
loc_pullback_depth_24,location,loc_pullback_depth_24,path_structure,54,41,0,True,True,False
exh_qual_surprise,regime,exh_qual_surprise,residual,20,12,0,True,True,False
loc_pullback_depth_48,location,loc_pullback_depth_48,path_structure,70,61,0,True,True,False
fund_abs_z_mkt_resid,regime,fund_abs_z_mkt_resid,residual,22,10,0,True,True,False
loc_pivot_ladder_pos_24,location,loc_pivot_ladder_pos_24,context,17,8,0,True,True,False
fund_rate_z_14d,regime,fund_rate_z_14d,funding,19,13,0,True,True,False
loc_pivot_ladder_pos_48,location,loc_pivot_ladder_pos_48,context,3,1,0,True,True,False
funding_1d_chg_peer_resid,regime,funding_1d_chg_peer_resid,residual,13,8,0,True,True,False
bars_in_high_vol_state_log_norm,location,bars_in_high_vol_state_log_norm,context,107,125,0,True,True,False
funding_abs_z,regime,funding_abs_z,funding,10,6,0,True,True,False
funding_mean_10d_robust_z,regime,funding_mean_10d_robust_z,open_interest,41,48,0,True,True,False
funding_mean_15d_robust_z,regime,funding_mean_15d_robust_z,open_interest,49,46,0,True,True,False
funding_mean_7d_robust_z,regime,funding_mean_7d_robust_z,open_interest,34,23,0,True,True,False
funding_mom_2h,regime,funding_mom_2h,funding,20,21,0,True,True,False
funding_mom_4h,regime,funding_mom_4h,funding,11,4,0,True,True,False
funding_mom_8h,regime,funding_mom_8h,funding,17,13,0,True,True,False
funding_mom_w,regime,funding_mom_w,funding,9,5,0,True,True,False
funding_per_hour,regime,funding_per_hour,funding,13,6,0,True,True,False
funding_per_hour_mkt_resid,regime,funding_per_hour_mkt_resid,residual,8,6,0,True,True,False
funding_per_hour_z,regime,funding_per_hour_z,funding,30,22,0,True,True,False
funding_persistence,regime,funding_persistence,funding,62,109,0,True,True,False
funding_rank_30d,regime,funding_rank_30d,funding,13,1,0,True,True,False
funding_rate,regime,funding_rate,funding,13,6,0,True,True,False
funding_vol_10d_robust_z,regime,funding_vol_10d_robust_z,open_interest,56,66,0,True,True,False
funding_vol_15d_robust_z,regime,funding_vol_15d_robust_z,open_interest,31,17,0,True,True,False
funding_vol_7d_robust_z,regime,funding_vol_7d_robust_z,open_interest,56,65,0,True,True,False
funding_z,regime,funding_z,funding,21,11,0,True,True,False
grind_score_surprise,regime,grind_score_surprise,residual,34,35,0,True,True,False
leverage_build,regime,leverage_build,crowding,14,12,0,True,True,False
leverage_build_score,regime,leverage_build_score,crowding,12,3,0,True,True,False
log_oi_to_volume_1d,regime,log_oi_to_volume_1d,open_interest,28,24,0,True,True,False
log_oi_to_volume_7d,regime,log_oi_to_volume_7d,open_interest,34,27,0,True,True,False
mark_perp_dislocation,regime,mark_perp_dislocation,perp_tradeability,199,440,0,True,True,False
mark_vs_perp_bps,regime,mark_vs_perp_bps,perp_tradeability,269,368,0,True,True,False
ob_depth_mkt_resid,regime,ob_depth_mkt_resid,residual,17,10,0,True,True,False
ob_depth_usd_l20_z,regime,ob_depth_usd_l20_z,orderbook,22,17,0,True,True,False
ob_depth_z_10bps,regime,ob_depth_z_10bps,orderbook,9,6,0,True,True,False
ob_depth_z_25bps,regime,ob_depth_z_25bps,orderbook,18,18,0,True,True,False
ob_imbalance_mkt_resid,regime,ob_imbalance_mkt_resid,residual,43,54,0,True,True,False
ob_pressure_mkt_resid,regime,ob_pressure_mkt_resid,residual,25,30,0,True,True,False
ob_spread_mkt_resid,regime,ob_spread_mkt_resid,residual,10,7,0,True,True,False
ob_spread_z_24h,regime,ob_spread_z_24h,orderbook,11,8,0,True,True,False
oi_chg_2h,regime,oi_chg_2h,open_interest,16,9,0,True,True,False
oi_chg_4h,regime,oi_chg_4h,open_interest,11,6,0,True,True,False
oi_chg_8h,regime,oi_chg_8h,open_interest,27,30,0,True,True,False
oi_chg_8h_mkt_resid,regime,oi_chg_8h_mkt_resid,residual,96,132,0,True,True,False
oi_chg_z_2h,regime,oi_chg_z_2h,open_interest,13,12,0,True,True,False
oi_chg_z_4h,regime,oi_chg_z_4h,open_interest,18,10,0,True,True,False
oi_chg_z_8h,regime,oi_chg_z_8h,open_interest,30,36,0,True,True,False
oi_rank,regime,oi_rank,open_interest,33,29,0,True,True,False
oi_to_volume_1d_z_90d,regime,oi_to_volume_1d_z_90d,open_interest,35,20,0,True,True,False
oi_trend_10d_robust_z,regime,oi_trend_10d_robust_z,open_interest,15,15,0,True,True,False
oi_trend_7d_robust_z,regime,oi_trend_7d_robust_z,open_interest,42,40,0,True,True,False
oi_value_log_1d_robust_z,regime,oi_value_log_1d_robust_z,open_interest,55,62,0,True,True,False
oi_value_log_7d_robust_z,regime,oi_value_log_7d_robust_z,open_interest,76,99,0,True,True,False
oi_value_z_30d,regime,oi_value_z_30d,open_interest,32,34,0,True,True,False
oi_value_z_90d,regime,oi_value_z_90d,open_interest,27,19,0,True,True,False
oi_vel_2h,regime,oi_vel_2h,open_interest,14,14,0,True,True,False
oi_vel_4h,regime,oi_vel_4h,open_interest,13,11,0,True,True,False
