layer,feature,value
alpha_model_input,f0,0.0
alpha_model_input,f1,0.0
alpha_model_input,f2,0.0
alpha_model_input,f3,0.0013297796249389648
alpha_model_input,f4,0.0
alpha_model_input,f5,-1.8624658584594727
alpha_model_input,f6,-0.0
alpha_model_input,f7,0.0013297796249389648
alpha_model_input,f8,0.0
alpha_model_input,f9,-1.8624658584594727
alpha_model_input,f10,-0.0
alpha_model_input,f11,-2.053748846054077
alpha_model_input,f12,1.0
alpha_model_input,f13,2.053748846054077
alpha_model_input,f14,1.0833547115325928
alpha_model_input,f15,1.1889759302139282
alpha_model_input,f16,2.053748846054077
alpha_model_input,f17,1.0
alpha_model_input,f18,-0.8800727725028992
alpha_model_input,f19,2.053748846054077
alpha_model_input,f20,1.0
alpha_model_input,f21,-0.2519993782043457
alpha_model_input,f22,2.053748846054077
alpha_model_input,f23,1.0
alpha_model_input,f24,-1.309501051902771
alpha_model_input,f25,2.053748846054077
alpha_model_input,f26,2.053748846054077
alpha_model_input,f27,2.053748846054077
alpha_model_input,f28,1.9444732666015625
alpha_model_input,f29,1.555639386177063
alpha_model_input,f30,2.053748846054077
alpha_model_input,f31,1.0
alpha_model_input,f32,2.053748846054077
alpha_model_input,f33,-0.06390926986932755
alpha_model_input,f34,-1.4611424207687378
alpha_model_input,f35,1.0360076427459717
alpha_model_input,f36,0.20370100438594818
alpha_model_input,f37,1.0040185451507568
alpha_model_input,f38,0.12327900528907776
alpha_model_input,f39,-0.2000170350074768
alpha_model_input,f40,-0.920619785785675
alpha_model_input,f41,0.0
alpha_model_input,f42,0.0
alpha_model_input,f43,0.43014007806777954
alpha_model_input,f44,-0.08384350687265396
alpha_model_input,f45,0.4227584898471832
alpha_model_input,f46,2.053748846054077
alpha_model_input,f47,0.01954929158091545
alpha_model_input,f48,-0.003577722003683448
alpha_model_input,f49,-45.64513397216797
alpha_model_input,f50,0.0
alpha_model_input,f51,0.22211334109306335
alpha_model_input,f52,0.10541682690382004
alpha_model_input,f53,0.5711603164672852
alpha_model_input,f54,-0.28434130549430847
alpha_model_input,f55,0.1175571084022522
alpha_model_input,f56,0.900765061378479
alpha_model_input,f57,0.00513588497415185
alpha_model_input,f58,-1.2304084300994873
alpha_model_input,f59,-1.4420936107635498
alpha_model_input,f60,-2.053748846054077
alpha_model_input,f61,2.053748846054077
alpha_model_input,f62,-2.053748846054077
alpha_model_input,f63,2.053748846054077
alpha_model_input,f64,2.053748846054077
alpha_model_input,f65,2.053748846054077
alpha_model_input,f66,-1.9457648992538452
alpha_model_input,f67,1.4834030866622925
alpha_model_input,f68,2.053748846054077
alpha_model_input,f69,1.174793004989624
alpha_model_input,f70,-1.4611424207687378
alpha_model_input,f71,-1.8624658584594727
alpha_model_input,f72,0.000345427542924881
alpha_model_input,f73,6.958469748497009e-05
alpha_model_input,f74,-0.2597214877605438
alpha_model_input,f75,-0.11611941456794739
alpha_model_input,f76,0.38713696599006653
alpha_model_input,f77,0.30750060081481934
alpha_model_input,f78,-1.0478166341781616
alpha_model_input,f79,0.1434059590101242
alpha_model_input,f80,-2.053748846054077
alpha_model_input,f81,-0.000691338733304292
alpha_model_input,f82,0.25246763229370117
alpha_model_input,f83,2.053748846054077
alpha_model_input,f84,-0.20779061317443848
alpha_model_input,f85,0.9913198351860046
alpha_model_input,f86,0.7690292000770569
alpha_model_input,f87,-0.030209418386220932
alpha_model_input,f88,-0.5645388960838318
alpha_model_input,f89,-0.011703552678227425
alpha_model_input,f90,0.18757329881191254
alpha_model_input,f91,0.0012563905911520123
alpha_model_input,f92,-0.0004612536868080497
alpha_model_input,f93,-0.009715595282614231
alpha_model_input,f94,-0.00825680885463953
alpha_model_input,f95,2.053748846054077
alpha_model_input,f96,2.053748846054077
alpha_model_input,f97,-0.9589845538139343
alpha_model_input,f98,-0.3793143033981323
alpha_model_input,f99,0.00039999932050704956
alpha_model_input,f100,-0.02608017809689045
alpha_model_input,f101,0.03984062001109123
alpha_model_input,f102,0.014608282595872879
alpha_model_input,f103,-0.00038476986810564995
alpha_model_input,f104,0.1606905162334442
alpha_model_input,f105,-0.010186327621340752
alpha_model_input,f106,0.1465853750705719
alpha_model_input,f107,-0.07719302922487259
alpha_model_input,f108,-2.053748846054077
alpha_model_input,f109,-0.00018588364764582366
alpha_model_input,f110,0.0024494361132383347
alpha_model_input,f111,-0.09821925312280655
alpha_model_input,f112,-0.5645388960838318
alpha_model_input,f113,0.8134325742721558
alpha_model_input,f114,-1.700347900390625
alpha_model_input,f115,0.0
alpha_model_input,f116,0.0
alpha_model_input,f117,0.0
alpha_model_input,f118,-2.053748846054077
alpha_model_input,f119,45.39943313598633
alpha_model_input,f120,45.39943313598633
alpha_model_input,f121,-1.2953877449035645
alpha_model_input,f122,-1.2953877449035645
alpha_model_input,f123,2.053748846054077
alpha_model_input,f124,0.4917345643043518
alpha_model_input,f125,0.7478262186050415
alpha_model_input,f126,2.053748846054077
alpha_model_input,f127,-2.053748846054077
alpha_model_input,f128,-0.016210002824664116
alpha_model_input,f129,0.0
alpha_model_input,f130,0.0002737324684858322
alpha_model_input,f131,1.571315050125122
alpha_model_input,f132,0.0
alpha_model_input,f133,0.0
alpha_model_input,f134,0.000787634402513504
alpha_model_input,f135,0.0031456612050533295
alpha_model_input,f136,0.0009053349494934082
alpha_model_input,f137,0.000787634402513504
alpha_model_input,f138,0.0006657037883996964
alpha_model_input,f139,0.0015847757458686829
alpha_model_input,f140,0.0013319961726665497
alpha_model_input,f141,0.0010576751083135605
alpha_model_input,f142,0.003438420593738556
alpha_model_input,f143,0.0031456612050533295
alpha_model_input,f144,0.0027799494564533234
alpha_model_input,f145,0.004053741693496704
alpha_model_input,f146,0.003926869481801987
alpha_model_input,f147,0.003607437014579773
alpha_model_input,f148,0.0009663085220381618
alpha_model_input,f149,0.00025529612321406603
alpha_model_input,f150,0.0
alpha_model_input,f151,0.0
alpha_model_input,f152,0.0
alpha_model_input,f153,0.0
alpha_model_input,f154,0.000996708869934082
alpha_model_input,f155,0.0015506371855735779
alpha_model_input,f156,0.0017174109816551208
alpha_model_input,f157,1.0241628885269165
alpha_model_input,f158,0.9836851358413696
alpha_model_input,f159,0.43937137722969055
alpha_model_input,f160,0.7648479342460632
alpha_model_input,f161,0.9357119202613831
alpha_model_input,f162,0.0008979657432064414
alpha_model_input,f163,0.0008912006742320955
alpha_model_input,f164,0.0008901851251721382
alpha_model_input,f165,0.0014582721050828695
alpha_model_input,f166,0.0013414537534117699
alpha_model_input,f167,0.0013383472105488181
alpha_model_input,f168,0.0014582721050828695
alpha_model_input,f169,0.0013383472105488181
alpha_model_input,f170,0.00015973133849911392
alpha_model_input,f171,0.00019355808035470545
alpha_model_input,f172,0.0007079364731907845
alpha_model_input,f173,0.0007070687715895474
alpha_model_input,f174,0.0
alpha_model_input,f175,0.0
alpha_model_input,f176,0.38383230566978455
alpha_model_input,f177,0.3339311480522156
alpha_model_input,f178,0.2822365462779999
alpha_model_input,f179,0.3497494161128998
alpha_model_input,f180,0.98370760679245
alpha_model_input,f181,0.49740737676620483
alpha_model_input,f182,1.0241628885269165
alpha_model_input,f183,0.9836851358413696
alpha_model_input,f184,0.931492805480957
alpha_model_input,f185,-2.053748846054077
alpha_model_input,f186,-1.961427927017212
alpha_model_input,f187,-2.053748846054077
alpha_model_input,f188,-2.053748846054077
alpha_model_input,f189,-2.053748846054077
alpha_model_input,f190,2.053748846054077
alpha_model_input,f191,2.053748846054077
alpha_model_input,f192,-0.1737053096294403
alpha_model_input,f193,0.0
alpha_model_input,f194,-0.1246059238910675
alpha_model_input,f195,2.053748846054077
alpha_model_input,f196,2.053748846054077
alpha_model_input,f197,-0.6412807106971741
alpha_model_input,f198,-2.053748846054077
alpha_model_input,f199,0.9414979219436646
alpha_model_input,f200,-0.4433254897594452
alpha_model_input,f201,0.0
alpha_model_input,f202,0.0
alpha_model_input,f203,0.0
alpha_model_input,f204,0.0
alpha_model_input,f205,0.0
alpha_model_input,f206,1.0
alpha_model_input,f207,0.0416666679084301
alpha_model_input,f208,0.0
alpha_model_input,f209,0.7600767016410828
alpha_model_input,f210,0.0
alpha_model_input,f211,0.07669836282730103
alpha_model_input,f212,0.26230841875076294
alpha_model_input,f213,0.2740730345249176
alpha_model_input,f214,2.053748846054077
alpha_model_input,f215,2.053748846054077
alpha_model_input,f216,0.4784308671951294
alpha_model_input,f217,0.28400421142578125
alpha_model_input,f218,0.01016024686396122
alpha_model_input,f219,-0.3143194615840912
alpha_model_input,f220,0.7223945260047913
alpha_model_input,f221,0.7223945260047913
alpha_model_input,f222,-0.14634022116661072
alpha_model_input,f223,-0.14634022116661072
alpha_model_input,f224,0.26829344034194946
alpha_model_input,f225,0.26829344034194946
alpha_model_input,f226,0.08333361893892288
alpha_model_input,f227,0.08333361893892288
alpha_model_input,f228,0.8333540558815002
alpha_model_input,f229,0.8333540558815002
alpha_model_input,f230,0.26829344034194946
alpha_model_input,f231,0.11224525421857834
alpha_model_input,f232,0.26829344034194946
alpha_model_input,f233,0.11224525421857834
alpha_model_input,f234,0.7223945260047913
alpha_model_input,f235,0.7223945260047913
alpha_model_input,f236,1.0
alpha_model_input,f237,1.0
alpha_model_input,f238,0.12949736416339874
alpha_model_input,f239,-0.6884565949440002
alpha_model_input,f240,-0.14801731705665588
alpha_model_input,f241,-0.006618022918701172
alpha_model_input,f242,0.0013289451599121094
alpha_model_input,f243,0.012024164199829102
alpha_model_input,f244,0.0013289451599121094
alpha_model_input,f245,0.0039920806884765625
alpha_model_input,f246,0.0013289451599121094
alpha_model_input,f247,2.053748846054077
alpha_model_input,f248,2.053748846054077
alpha_model_input,f249,1.0
alpha_model_input,f250,-0.11995138227939606
alpha_model_input,f251,0.07997088134288788
alpha_model_input,f252,0.0663689598441124
alpha_model_input,f253,0.0
alpha_model_input,f254,0.6874914765357971
alpha_model_input,f255,-0.022475583478808403
alpha_model_input,f256,0.29880669713020325
alpha_model_input,f257,2.053748846054077
alpha_model_input,f258,-0.5307399034500122
alpha_model_input,f259,-9.732146263122559
alpha_model_input,f260,0.0
alpha_model_input,f261,0.0
alpha_model_input,f262,-0.6242538690567017
alpha_model_input,f263,0.0
alpha_model_input,f264,-0.6243999004364014
alpha_model_input,f265,0.5307398438453674
alpha_model_input,f266,0.5307399034500122
alpha_model_input,f267,0.0
alpha_model_input,f268,0.0
alpha_model_input,f269,5.960464477539063e-08
alpha_model_input,f270,-0.5307398438453674
alpha_model_input,f271,-0.3121999502182007
alpha_model_input,f272,-0.5307399034500122
alpha_model_input,f273,-2.8631515502929688
alpha_model_input,f274,0.48271021246910095
alpha_model_input,f275,0.0
alpha_model_input,f276,-0.6243999004364014
alpha_model_input,f277,37.079410552978516
alpha_model_input,f278,-0.5307399034500122
alpha_model_input,f279,-0.5307398438453674
alpha_model_input,f280,-0.5307399034500122
alpha_model_input,f281,0.0003186658432241529
alpha_model_input,f282,2.053748846054077
alpha_model_input,f283,1.2943059206008911
alpha_model_input,f284,0.0833333358168602
alpha_model_input,f285,-2.053748846054077
alpha_model_input,f286,-1.6632684469223022
alpha_model_input,f287,0.0
alpha_model_input,f288,0.0
alpha_model_input,f289,0.0
alpha_model_input,f290,0.0
alpha_model_input,f291,0.0
alpha_model_input,f292,-1.1369515657424927
alpha_model_input,f293,2.053748846054077
alpha_model_input,f294,6.539921014336869e-05
alpha_model_input,f295,8.839599468046799e-05
alpha_model_input,f296,-0.007836163975298405
alpha_model_input,f297,-0.00035795720759779215
alpha_model_input,f298,-0.0011639175936579704
alpha_model_input,f299,-0.007836163975298405
alpha_model_input,f300,-0.007836163975298405
alpha_model_input,f301,-0.0016125071560963988
alpha_model_input,f302,1.1607575416564941
alpha_model_input,f303,-0.4186449646949768
alpha_model_input,f304,0.01593622751533985
alpha_model_input,f305,-0.8295276165008545
alpha_model_input,f306,0.05444890260696411
alpha_model_input,f307,-1.4606149196624756
alpha_model_input,f308,-0.6386626958847046
alpha_model_input,f309,-1.4102925062179565
alpha_model_input,f310,-1.4619442224502563
alpha_model_input,f311,-1.7767800092697144
alpha_model_input,f312,0.625408947467804
alpha_model_input,f313,0.9414979219436646
alpha_model_input,f314,-1.7996726036071777
alpha_model_input,f315,-0.00659632682800293
alpha_model_input,f316,0.0013297796249389648
alpha_model_input,f317,-1.5632548332214355
alpha_model_input,f318,0.012096762657165527
alpha_model_input,f319,-1.475314974784851
alpha_model_input,f320,-0.8123648166656494
alpha_model_input,f321,-1.6345384120941162
alpha_model_input,f322,-0.8366388082504272
alpha_model_input,f323,-1.7940247058868408
alpha_model_input,f324,0.0013297796249389648
alpha_model_input,f325,-0.814379096031189
alpha_model_input,f326,0.0
alpha_model_input,f327,1.8416993618011475
alpha_model_input,f328,-1.8301953077316284
alpha_model_input,f329,0.3459519147872925
alpha_model_input,f330,-0.7863579988479614
alpha_model_input,f331,0.0
alpha_model_input,f332,2.053748846054077
alpha_model_input,f333,0.7398772239685059
alpha_model_input,f334,2.053748846054077
alpha_model_input,f335,2.053748846054077
alpha_model_input,f336,8.333100318908691
alpha_model_input,f337,0.9500477313995361
alpha_model_input,f338,0.006193757057189941
alpha_model_input,f339,-0.0017835497856140137
alpha_model_input,f340,0.09100694209337234
