feature,replay_pre_transform,replay_post_transform,snapshot_post_transform,post_minus_pre,snapshot_minus_replay_post,pre_missing,post_missing,snapshot_missing,abs_snapshot_post_delta
pct_assets_up_24h,0.1796875,-0.8992491364479065,-0.8501179218292236,-1.0789366364479065,0.04913121461868286,False,False,False,0.04913121461868286
ffd_vol_range_shock_04,0.4720264673233032,-0.2935537099838257,-0.2579044997692108,-0.7655801773071289,0.03564921021461487,False,False,False,0.03564921021461487
ffd_vol_price_corr_10h_04,0.17100480198860168,0.3497494161128998,0.31486940383911133,0.1787446141242981,-0.03488001227378845,False,False,False,0.03488001227378845
mkt_ret_eq_24h,0.7482700943946838,-1.0744245052337646,-1.0425220727920532,-1.8226945996284485,0.031902432441711426,False,False,False,0.031902432441711426
fund_countdown_pressure,0.12486100196838379,0.12486100196838379,0.10702371597290039,0.0,-0.0178372859954834,False,False,False,0.0178372859954834
asset_atr_level,0.01131855882704258,1.434409499168396,1.4439605474472046,1.4230909403413534,0.009551048278808594,False,False,False,0.009551048278808594
slope,-0.001717644277960062,-0.03185039386153221,-0.040295835584402084,-0.03013274958357215,-0.008445441722869873,False,False,False,0.008445441722869873
kf_score_mean,-2.7764906883239746,-0.7360436320304871,-0.7286790609359741,2.0404470562934875,0.0073645710945129395,False,False,False,0.0073645710945129395
G_TF_TREND,1420.994384765625,1.0833547115325928,1.0760360956192017,-1419.9110300540924,-0.007318615913391113,False,False,False,0.007318615913391113
vol_z_30_calm,0.32586315274238586,-0.7761462926864624,-0.7825793027877808,-1.1020094454288483,-0.006433010101318359,False,False,False,0.006433010101318359
volatility_autocorr_48,0.9992104768753052,0.15517839789390564,0.14883704483509064,-0.8440320789813995,-0.0063413530588150024,False,False,False,0.0063413530588150024
atr_percentile,0.9647701978683472,0.12327900528907776,0.1293257474899292,-0.8414911925792694,0.00604674220085144,False,False,False,0.00604674220085144
impulse_ratio_24,0.000248724507400766,-0.4433254897594452,-0.4375278353691101,-0.44357421426684596,0.005797654390335083,False,False,False,0.005797654390335083
kf_state_uncertainty,1.2950098380315467e-06,-0.1263350248336792,-0.13182614743709564,-0.12633631984351723,-0.005491122603416443,False,False,False,0.005491122603416443
kf_innov_var,4.2941042920574546e-05,-0.13182616233825684,-0.13712285459041595,-0.1318691033811774,-0.005296692252159119,False,False,False,0.005296692252159119
asset_minus_universe_median_ret_48h,-0.38724374771118164,-1.6128038167953491,-1.6176930665969849,-1.2255600690841675,-0.004889249801635742,False,False,False,0.004889249801635742
asset_ret_vs_universe_48h,-0.38724374771118164,-1.6128038167953491,-1.6176930665969849,-1.2255600690841675,-0.004889249801635742,False,False,False,0.004889249801635742
asset_vol_level,9.477630615234375,1.6697344779968262,1.6651958227157593,-7.807896137237549,-0.0045386552810668945,False,False,False,0.0045386552810668945
